1:9:25:159,PM 1.0 : 27, PM 2.5 : 30, PM 10 : 32,Temperature = 7.00, Humidity = 60.00,speed: 0.00, Latitude: 35.259380,Longitude: 126.864013 
1:9:27:208,PM 1.0 : 26, PM 2.5 : 29, PM 10 : 31,Temperature = 7.00, Humidity = 61.00,speed: 0.00, Latitude: 35.259380,Longitude: 126.864013 
1:9:29:259,PM 1.0 : 26, PM 2.5 : 29, PM 10 : 31,Temperature = 7.00, Humidity = 61.00,speed: 0.00, Latitude: 35.259380,Longitude: 126.864013 
1:9:31:308,PM 1.0 : 26, PM 2.5 : 29, PM 10 : 30,Temperature = 6.00, Humidity = 61.00,speed: 0.00, Latitude: 35.259380,Longitude: 126.864013 
1:9:33:358,PM 1.0 : 27, PM 2.5 : 30, PM 10 : 31,Temperature = 6.00, Humidity = 61.00,speed: 0.00, Latitude: 35.259380,Longitude: 126.864013 
1:9:35:407,PM 1.0 : 27, PM 2.5 : 30, PM 10 : 32,Temperature = 7.00, Humidity = 61.00,speed: 0.00, Latitude: 35.259380,Longitude: 126.864013 
1:9:37:456,PM 1.0 : 27, PM 2.5 : 30, PM 10 : 32,Temperature = 7.00, Humidity = 61.00,speed: 0.00, Latitude: 35.259380,Longitude: 126.864013 
1:9:39:506,PM 1.0 : 27, PM 2.5 : 30, PM 10 : 31,Temperature = 7.00, Humidity = 60.00,speed: 0.00, Latitude: 35.259380,Longitude: 126.864013 
1:9:41:556,PM 1.0 : 27, PM 2.5 : 30, PM 10 : 31,Temperature = 6.00, Humidity = 61.00,speed: 0.00, Latitude: 35.259380,Longitude: 126.864013 
1:9:43:605,PM 1.0 : 27, PM 2.5 : 30, PM 10 : 32,Temperature = 7.00, Humidity = 60.00,speed: 0.00, Latitude: 35.259380,Longitude: 126.864013 
1:9:45:654,PM 1.0 : 27, PM 2.5 : 30, PM 10 : 31,Temperature = 6.00, Humidity = 60.00,speed: 0.00, Latitude: 35.259380,Longitude: 126.864013 
1:9:47:702,PM 1.0 : 27, PM 2.5 : 30, PM 10 : 31,Temperature = 7.00, Humidity = 61.00,speed: 0.00, Latitude: 35.259380,Longitude: 126.864013 
1:9:49:751,PM 1.0 : 27, PM 2.5 : 29, PM 10 : 30,Temperature = 7.00, Humidity = 61.00,speed: 0.00, Latitude: 35.259380,Longitude: 126.864013 
1:9:51:800,PM 1.0 : 27, PM 2.5 : 29, PM 10 : 30,Temperature = 7.00, Humidity = 61.00,speed: 0.00, Latitude: 35.259380,Longitude: 126.864013 
1:9:53:849,PM 1.0 : 27, PM 2.5 : 29, PM 10 : 30,Temperature = 6.00, Humidity = 61.00,speed: 0.00, Latitude: 35.259380,Longitude: 126.864013 
1:9:55:898,PM 1.0 : 27, PM 2.5 : 29, PM 10 : 30,Temperature = 7.00, Humidity = 61.00,speed: 0.00, Latitude: 35.259380,Longitude: 126.864013 
1:9:57:947,PM 1.0 : 27, PM 2.5 : 29, PM 10 : 30,Temperature = 7.00, Humidity = 60.00,speed: 0.00, Latitude: 35.259380,Longitude: 126.864013 
1:9:59:996,PM 1.0 : 27, PM 2.5 : 29, PM 10 : 30,Temperature = 7.00, Humidity = 60.00,speed: 0.00, Latitude: 35.259380,Longitude: 126.864013 
1:10:2:45,PM 1.0 : 27, PM 2.5 : 29, PM 10 : 30,Temperature = 7.00, Humidity = 60.00,speed: 0.00, Latitude: 35.259380,Longitude: 126.864013 
1:10:4:95,PM 1.0 : 27, PM 2.5 : 29, PM 10 : 30,Temperature = 6.00, Humidity = 61.00,speed: 0.00, Latitude: 35.259380,Longitude: 126.864013 
1:10:6:144,PM 1.0 : 27, PM 2.5 : 29, PM 10 : 30,Temperature = 7.00, Humidity = 61.00,speed: 0.00, Latitude: 35.259380,Longitude: 126.864013 
1:10:8:193,PM 1.0 : 27, PM 2.5 : 28, PM 10 : 29,Temperature = 6.00, Humidity = 60.00,speed: 0.00, Latitude: 35.259380,Longitude: 126.864013 
1:10:10:242,PM 1.0 : 27, PM 2.5 : 28, PM 10 : 29,Temperature = 7.00, Humidity = 60.00,speed: 0.00, Latitude: 35.259380,Longitude: 126.864013 
1:10:12:292,PM 1.0 : 27, PM 2.5 : 28, PM 10 : 29,Temperature = 7.00, Humidity = 60.00,speed: 0.00, Latitude: 35.259380,Longitude: 126.864013 
1:10:14:341,PM 1.0 : 27, PM 2.5 : 28, PM 10 : 28,Temperature = 6.00, Humidity = 61.00,speed: 0.00, Latitude: 35.259380,Longitude: 126.864013 
1:10:16:391,PM 1.0 : 27, PM 2.5 : 27, PM 10 : 27,Temperature = 6.00, Humidity = 61.00,speed: 0.00, Latitude: 35.259380,Longitude: 126.864013 
1:10:18:440,PM 1.0 : 27, PM 2.5 : 27, PM 10 : 27,Temperature = 7.00, Humidity = 60.00,speed: 0.00, Latitude: 35.259380,Longitude: 126.864013 
1:10:20:490,PM 1.0 : 27, PM 2.5 : 27, PM 10 : 27,Temperature = 6.00, Humidity = 61.00,speed: 1.83, Latitude: 35.259380,Longitude: 126.864013 
1:10:22:540,PM 1.0 : 27, PM 2.5 : 27, PM 10 : 27,Temperature = 7.00, Humidity = 61.00,speed: 2.61, Latitude: 35.259342,Longitude: 126.864059 
1:10:24:589,PM 1.0 : 26, PM 2.5 : 26, PM 10 : 26,Temperature = 6.00, Humidity = 60.00,speed: 4.83, Latitude: 35.259361,Longitude: 126.864036 
1:10:26:638,PM 1.0 : 27, PM 2.5 : 27, PM 10 : 27,Temperature = 7.00, Humidity = 60.00,speed: 6.22, Latitude: 35.259391,Longitude: 126.863998 
1:10:28:687,PM 1.0 : 27, PM 2.5 : 27, PM 10 : 27,Temperature = 6.00, Humidity = 61.00,speed: 8.54, Latitude: 35.259410,Longitude: 126.863929 
1:10:30:736,PM 1.0 : 27, PM 2.5 : 27, PM 10 : 27,Temperature = 6.00, Humidity = 60.00,speed: 13.35, Latitude: 35.259395,Longitude: 126.863845 
1:10:32:785,PM 1.0 : 27, PM 2.5 : 27, PM 10 : 27,Temperature = 7.00, Humidity = 60.00,speed: 17.13, Latitude: 35.259353,Longitude: 126.863754 
1:10:34:834,PM 1.0 : 27, PM 2.5 : 27, PM 10 : 27,Temperature = 6.00, Humidity = 61.00,speed: 20.13, Latitude: 35.259296,Longitude: 126.863639 
1:10:36:883,PM 1.0 : 27, PM 2.5 : 27, PM 10 : 27,Temperature = 7.00, Humidity = 61.00,speed: 24.39, Latitude: 35.259235,Longitude: 126.863510 
1:10:38:932,PM 1.0 : 28, PM 2.5 : 28, PM 10 : 28,Temperature = 6.00, Humidity = 61.00,speed: 23.09, Latitude: 35.259181,Longitude: 126.863380 
1:10:40:982,PM 1.0 : 41, PM 2.5 : 41, PM 10 : 41,Temperature = 7.00, Humidity = 61.00,speed: 23.09, Latitude: 35.259124,Longitude: 126.863258 
1:10:43:31,PM 1.0 : 41, PM 2.5 : 41, PM 10 : 41,Temperature = 7.00, Humidity = 61.00,speed: 21.13, Latitude: 35.259075,Longitude: 126.863143 
1:10:45:81,PM 1.0 : 41, PM 2.5 : 41, PM 10 : 41,Temperature = 5.00, Humidity = 61.00,speed: 20.46, Latitude: 35.259021,Longitude: 126.863037 
1:10:47:130,PM 1.0 : 41, PM 2.5 : 41, PM 10 : 41,Temperature = 7.00, Humidity = 62.00,speed: 22.65, Latitude: 35.258956,Longitude: 126.862930 
1:10:49:180,PM 1.0 : 41, PM 2.5 : 41, PM 10 : 41,Temperature = 7.00, Humidity = 62.00,speed: 24.63, Latitude: 35.258880,Longitude: 126.862823 
1:10:51:229,PM 1.0 : 41, PM 2.5 : 41, PM 10 : 41,Temperature = 7.00, Humidity = 62.00,speed: 26.74, Latitude: 35.258777,Longitude: 126.862739 
1:10:53:279,PM 1.0 : 41, PM 2.5 : 41, PM 10 : 41,Temperature = 6.00, Humidity = 62.00,speed: 29.61, Latitude: 35.258644,Longitude: 126.862701 
1:10:55:328,PM 1.0 : 40, PM 2.5 : 40, PM 10 : 40,Temperature = 7.00, Humidity = 62.00,speed: 29.71, Latitude: 35.258495,Longitude: 126.862686 
1:10:57:377,PM 1.0 : 40, PM 2.5 : 40, PM 10 : 40,Temperature = 7.00, Humidity = 62.00,speed: 32.11, Latitude: 35.258346,Longitude: 126.862709 
1:10:59:427,PM 1.0 : 40, PM 2.5 : 40, PM 10 : 40,Temperature = 7.00, Humidity = 62.00,speed: 35.00, Latitude: 35.258174,Longitude: 126.862762 
1:11:1:477,PM 1.0 : 40, PM 2.5 : 40, PM 10 : 40,Temperature = 7.00, Humidity = 62.00,speed: 34.65, Latitude: 35.257923,Longitude: 126.862838 
1:11:3:526,PM 1.0 : 40, PM 2.5 : 40, PM 10 : 40,Temperature = 7.00, Humidity = 63.00,speed: 36.08, Latitude: 35.257751,Longitude: 126.862899 
1:11:5:575,PM 1.0 : 40, PM 2.5 : 40, PM 10 : 40,Temperature = 7.00, Humidity = 62.00,speed: 41.06, Latitude: 35.257560,Longitude: 126.862945 
1:11:7:624,PM 1.0 : 41, PM 2.5 : 41, PM 10 : 41,Temperature = 7.00, Humidity = 62.00,speed: 44.43, Latitude: 35.257331,Longitude: 126.862953 
1:11:9:673,PM 1.0 : 41, PM 2.5 : 41, PM 10 : 41,Temperature = 5.00, Humidity = 62.00,speed: 47.15, Latitude: 35.257091,Longitude: 126.862922 
1:11:11:722,PM 1.0 : 42, PM 2.5 : 42, PM 10 : 42,Temperature = 7.00, Humidity = 62.00,speed: 48.47, Latitude: 35.256843,Longitude: 126.862899 
1:11:13:771,PM 1.0 : 42, PM 2.5 : 42, PM 10 : 42,Temperature = 7.00, Humidity = 62.00,speed: 49.80, Latitude: 35.256599,Longitude: 126.862892 
1:11:15:820,PM 1.0 : 43, PM 2.5 : 43, PM 10 : 43,Temperature = 5.00, Humidity = 62.00,speed: 52.39, Latitude: 35.256347,Longitude: 126.862884 
1:11:17:869,PM 1.0 : 44, PM 2.5 : 44, PM 10 : 44,Temperature = 7.00, Humidity = 62.00,speed: 50.28, Latitude: 35.256069,Longitude: 126.862861 
1:11:19:918,PM 1.0 : 44, PM 2.5 : 44, PM 10 : 44,Temperature = 6.00, Humidity = 62.00,speed: 48.99, Latitude: 35.255825,Longitude: 126.862815 
1:11:21:968,PM 1.0 : 44, PM 2.5 : 44, PM 10 : 44,Temperature = 7.00, Humidity = 63.00,speed: 46.76, Latitude: 35.255596,Longitude: 126.862800 
1:11:24:17,PM 1.0 : 44, PM 2.5 : 44, PM 10 : 44,Temperature = 7.00, Humidity = 62.00,speed: 46.56, Latitude: 35.255378,Longitude: 126.862823 
1:11:26:66,PM 1.0 : 45, PM 2.5 : 45, PM 10 : 45,Temperature = 6.00, Humidity = 62.00,speed: 41.98, Latitude: 35.255168,Longitude: 126.862892 
1:11:28:115,PM 1.0 : 45, PM 2.5 : 45, PM 10 : 45,Temperature = 6.00, Humidity = 62.00,speed: 44.10, Latitude: 35.254955,Longitude: 126.862930 
1:11:30:164,PM 1.0 : 45, PM 2.5 : 45, PM 10 : 45,Temperature = 6.00, Humidity = 63.00,speed: 43.71, Latitude: 35.254730,Longitude: 126.862937 
1:11:32:214,PM 1.0 : 46, PM 2.5 : 46, PM 10 : 46,Temperature = 7.00, Humidity = 62.00,speed: 42.47, Latitude: 35.254520,Longitude: 126.862922 
1:11:34:263,PM 1.0 : 46, PM 2.5 : 46, PM 10 : 46,Temperature = 6.00, Humidity = 62.00,speed: 38.71, Latitude: 35.254333,Longitude: 126.862884 
1:11:36:312,PM 1.0 : 46, PM 2.5 : 46, PM 10 : 46,Temperature = 7.00, Humidity = 63.00,speed: 32.04, Latitude: 35.254165,Longitude: 126.862846 
1:11:38:362,PM 1.0 : 46, PM 2.5 : 46, PM 10 : 46,Temperature = 7.00, Humidity = 63.00,speed: 28.15, Latitude: 35.254035,Longitude: 126.862808 
1:11:40:412,PM 1.0 : 45, PM 2.5 : 45, PM 10 : 45,Temperature = 7.00, Humidity = 63.00,speed: 25.24, Latitude: 35.253868,Longitude: 126.862754 
1:11:42:461,PM 1.0 : 45, PM 2.5 : 45, PM 10 : 45,Temperature = 5.00, Humidity = 62.00,speed: 23.56, Latitude: 35.253757,Longitude: 126.862739 
1:11:44:510,PM 1.0 : 45, PM 2.5 : 45, PM 10 : 45,Temperature = 7.00, Humidity = 62.00,speed: 24.02, Latitude: 35.253643,Longitude: 126.862724 
1:11:46:560,PM 1.0 : 45, PM 2.5 : 45, PM 10 : 45,Temperature = 7.00, Humidity = 63.00,speed: 25.19, Latitude: 35.253524,Longitude: 126.862716 
1:11:48:609,PM 1.0 : 44, PM 2.5 : 44, PM 10 : 44,Temperature = 7.00, Humidity = 63.00,speed: 24.69, Latitude: 35.253406,Longitude: 126.862709 
1:11:50:658,PM 1.0 : 44, PM 2.5 : 44, PM 10 : 44,Temperature = 7.00, Humidity = 62.00,speed: 23.24, Latitude: 35.253292,Longitude: 126.862701 
1:11:52:707,PM 1.0 : 44, PM 2.5 : 44, PM 10 : 44,Temperature = 7.00, Humidity = 63.00,speed: 21.32, Latitude: 35.253189,Longitude: 126.862693 
1:11:54:756,PM 1.0 : 44, PM 2.5 : 44, PM 10 : 44,Temperature = 5.00, Humidity = 63.00,speed: 21.35, Latitude: 35.253082,Longitude: 126.862693 
1:11:56:805,PM 1.0 : 44, PM 2.5 : 44, PM 10 : 44,Temperature = 7.00, Humidity = 63.00,speed: 21.52, Latitude: 35.252971,Longitude: 126.862686 
1:11:58:854,PM 1.0 : 44, PM 2.5 : 44, PM 10 : 44,Temperature = 6.00, Humidity = 63.00,speed: 22.17, Latitude: 35.252864,Longitude: 126.862693 
1:12:0:903,PM 1.0 : 43, PM 2.5 : 43, PM 10 : 43,Temperature = 6.00, Humidity = 63.00,speed: 14.46, Latitude: 35.252777,Longitude: 126.862693 
1:12:2:953,PM 1.0 : 42, PM 2.5 : 42, PM 10 : 42,Temperature = 5.00, Humidity = 62.00,speed: 12.00, Latitude: 35.252719,Longitude: 126.862693 
1:12:5:3,PM 1.0 : 42, PM 2.5 : 42, PM 10 : 42,Temperature = 7.00, Humidity = 63.00,speed: 13.39, Latitude: 35.252655,Longitude: 126.862693 
1:12:7:52,PM 1.0 : 11, PM 2.5 : 13, PM 10 : 14,Temperature = 7.00, Humidity = 62.00,speed: 13.22, Latitude: 35.252586,Longitude: 126.862693 
1:12:9:101,PM 1.0 : 12, PM 2.5 : 14, PM 10 : 15,Temperature = 7.00, Humidity = 63.00,speed: 15.74, Latitude: 35.252510,Longitude: 126.862686 
1:12:11:151,PM 1.0 : 13, PM 2.5 : 15, PM 10 : 16,Temperature = 7.00, Humidity = 62.00,speed: 17.93, Latitude: 35.252426,Longitude: 126.862678 
1:12:13:200,PM 1.0 : 40, PM 2.5 : 40, PM 10 : 40,Temperature = 6.00, Humidity = 62.00,speed: 25.28, Latitude: 35.252315,Longitude: 126.862663 
1:12:15:250,PM 1.0 : 40, PM 2.5 : 40, PM 10 : 40,Temperature = 7.00, Humidity = 62.00,speed: 29.78, Latitude: 35.252174,Longitude: 126.862655 
1:12:17:299,PM 1.0 : 40, PM 2.5 : 40, PM 10 : 40,Temperature = 6.00, Humidity = 63.00,speed: 28.54, Latitude: 35.252029,Longitude: 126.862686 
1:12:19:348,PM 1.0 : 40, PM 2.5 : 40, PM 10 : 40,Temperature = 6.00, Humidity = 62.00,speed: 28.52, Latitude: 35.251899,Longitude: 126.862754 
1:12:21:398,PM 1.0 : 40, PM 2.5 : 40, PM 10 : 40,Temperature = 7.00, Humidity = 62.00,speed: 28.13, Latitude: 35.251716,Longitude: 126.862876 
1:12:23:447,PM 1.0 : 40, PM 2.5 : 40, PM 10 : 40,Temperature = 7.00, Humidity = 62.00,speed: 22.35, Latitude: 35.251613,Longitude: 126.862937 
1:12:25:496,PM 1.0 : 39, PM 2.5 : 39, PM 10 : 39,Temperature = 6.00, Humidity = 63.00,speed: 17.61, Latitude: 35.251533,Longitude: 126.862983 
1:12:27:545,PM 1.0 : 39, PM 2.5 : 39, PM 10 : 39,Temperature = 6.00, Humidity = 63.00,speed: 17.87, Latitude: 35.251453,Longitude: 126.863029 
1:12:29:594,PM 1.0 : 39, PM 2.5 : 39, PM 10 : 39,Temperature = 6.00, Humidity = 63.00,speed: 16.33, Latitude: 35.251380,Longitude: 126.863082 
1:12:31:643,PM 1.0 : 38, PM 2.5 : 38, PM 10 : 38,Temperature = 6.00, Humidity = 64.00,speed: 13.04, Latitude: 35.251327,Longitude: 126.863121 
1:12:33:692,PM 1.0 : 37, PM 2.5 : 37, PM 10 : 37,Temperature = 7.00, Humidity = 63.00,speed: 11.20, Latitude: 35.251274,Longitude: 126.863151 
1:12:35:741,PM 1.0 : 36, PM 2.5 : 36, PM 10 : 36,Temperature = 7.00, Humidity = 63.00,speed: 6.26, Latitude: 35.251247,Longitude: 126.863159 
1:12:37:790,PM 1.0 : 36, PM 2.5 : 36, PM 10 : 36,Temperature = 6.00, Humidity = 63.00,speed: 0.00, Latitude: 35.251243,Longitude: 126.863159 
1:12:39:838,PM 1.0 : 35, PM 2.5 : 35, PM 10 : 35,Temperature = 5.00, Humidity = 63.00,speed: 0.00, Latitude: 35.251243,Longitude: 126.863151 
1:12:41:888,PM 1.0 : 34, PM 2.5 : 34, PM 10 : 34,Temperature = 7.00, Humidity = 63.00,speed: 0.00, Latitude: 35.251243,Longitude: 126.863151 
1:12:43:937,PM 1.0 : 34, PM 2.5 : 34, PM 10 : 34,Temperature = 6.00, Humidity = 63.00,speed: 0.24, Latitude: 35.251270,Longitude: 126.863159 
1:12:45:986,PM 1.0 : 33, PM 2.5 : 33, PM 10 : 33,Temperature = 5.00, Humidity = 63.00,speed: 0.30, Latitude: 35.251285,Longitude: 126.863166 
1:12:48:36,PM 1.0 : 33, PM 2.5 : 33, PM 10 : 33,Temperature = 7.00, Humidity = 63.00,speed: 2.35, Latitude: 35.251293,Longitude: 126.863166 
1:12:50:85,PM 1.0 : 32, PM 2.5 : 32, PM 10 : 32,Temperature = 7.00, Humidity = 63.00,speed: 1.70, Latitude: 35.251300,Longitude: 126.863174 
1:12:52:134,PM 1.0 : 32, PM 2.5 : 32, PM 10 : 32,Temperature = 6.00, Humidity = 63.00,speed: 0.00, Latitude: 35.251304,Longitude: 126.863166 
1:12:54:184,PM 1.0 : 32, PM 2.5 : 32, PM 10 : 32,Temperature = 6.00, Humidity = 63.00,speed: 0.00, Latitude: 35.251304,Longitude: 126.863166 
1:12:56:233,PM 1.0 : 31, PM 2.5 : 31, PM 10 : 31,Temperature = 5.00, Humidity = 63.00,speed: 0.00, Latitude: 35.251304,Longitude: 126.863166 
1:12:58:283,PM 1.0 : 31, PM 2.5 : 31, PM 10 : 31,Temperature = 6.00, Humidity = 63.00,speed: 0.00, Latitude: 35.251304,Longitude: 126.863166 
1:13:0:333,PM 1.0 : 30, PM 2.5 : 30, PM 10 : 30,Temperature = 5.00, Humidity = 62.00,speed: 0.00, Latitude: 35.251304,Longitude: 126.863166 
1:13:2:382,PM 1.0 : 30, PM 2.5 : 30, PM 10 : 30,Temperature = 7.00, Humidity = 62.00,speed: 0.00, Latitude: 35.251304,Longitude: 126.863166 
1:13:4:430,PM 1.0 : 29, PM 2.5 : 29, PM 10 : 29,Temperature = 5.00, Humidity = 63.00,speed: 0.00, Latitude: 35.251304,Longitude: 126.863166 
1:13:6:479,PM 1.0 : 29, PM 2.5 : 29, PM 10 : 29,Temperature = 7.00, Humidity = 63.00,speed: 0.00, Latitude: 35.251304,Longitude: 126.863166 
1:13:8:528,PM 1.0 : 29, PM 2.5 : 29, PM 10 : 29,Temperature = 6.00, Humidity = 63.00,speed: 0.00, Latitude: 35.251304,Longitude: 126.863166 
1:13:10:577,PM 1.0 : 28, PM 2.5 : 28, PM 10 : 28,Temperature = 6.00, Humidity = 63.00,speed: 0.00, Latitude: 35.251304,Longitude: 126.863166 
1:13:12:626,PM 1.0 : 27, PM 2.5 : 27, PM 10 : 27,Temperature = 6.00, Humidity = 63.00,speed: 0.00, Latitude: 35.251304,Longitude: 126.863166 
1:13:14:675,PM 1.0 : 27, PM 2.5 : 27, PM 10 : 27,Temperature = 7.00, Humidity = 63.00,speed: 0.00, Latitude: 35.251304,Longitude: 126.863166 
1:13:16:724,PM 1.0 : 26, PM 2.5 : 26, PM 10 : 26,Temperature = 7.00, Humidity = 63.00,speed: 0.00, Latitude: 35.251304,Longitude: 126.863166 
1:13:18:773,PM 1.0 : 26, PM 2.5 : 26, PM 10 : 26,Temperature = 6.00, Humidity = 64.00,speed: 0.00, Latitude: 35.251304,Longitude: 126.863166 
1:13:20:823,PM 1.0 : 25, PM 2.5 : 25, PM 10 : 25,Temperature = 7.00, Humidity = 63.00,speed: 0.00, Latitude: 35.251304,Longitude: 126.863166 
1:13:22:872,PM 1.0 : 25, PM 2.5 : 25, PM 10 : 25,Temperature = 7.00, Humidity = 64.00,speed: 0.00, Latitude: 35.251304,Longitude: 126.863166 
1:13:24:921,PM 1.0 : 25, PM 2.5 : 26, PM 10 : 26,Temperature = 6.00, Humidity = 64.00,speed: 0.00, Latitude: 35.251304,Longitude: 126.863166 
1:13:26:971,PM 1.0 : 26, PM 2.5 : 26, PM 10 : 26,Temperature = 6.00, Humidity = 64.00,speed: 0.00, Latitude: 35.251304,Longitude: 126.863166 
1:13:29:20,PM 1.0 : 26, PM 2.5 : 26, PM 10 : 26,Temperature = 7.00, Humidity = 64.00,speed: 0.00, Latitude: 35.251304,Longitude: 126.863166 
1:13:31:69,PM 1.0 : 26, PM 2.5 : 26, PM 10 : 26,Temperature = 6.00, Humidity = 63.00,speed: 0.00, Latitude: 35.251304,Longitude: 126.863166 
1:13:33:119,PM 1.0 : 26, PM 2.5 : 26, PM 10 : 26,Temperature = 7.00, Humidity = 63.00,speed: 0.00, Latitude: 35.251304,Longitude: 126.863166 
1:13:35:168,PM 1.0 : 26, PM 2.5 : 26, PM 10 : 26,Temperature = 7.00, Humidity = 64.00,speed: 0.00, Latitude: 35.251304,Longitude: 126.863166 
1:13:37:217,PM 1.0 : 26, PM 2.5 : 26, PM 10 : 26,Temperature = 7.00, Humidity = 63.00,speed: 0.00, Latitude: 35.251304,Longitude: 126.863166 
1:13:39:267,PM 1.0 : 26, PM 2.5 : 26, PM 10 : 26,Temperature = 6.00, Humidity = 63.00,speed: 0.00, Latitude: 35.251304,Longitude: 126.863166 
1:13:41:315,PM 1.0 : 26, PM 2.5 : 26, PM 10 : 26,Temperature = 6.00, Humidity = 63.00,speed: 0.00, Latitude: 35.251304,Longitude: 126.863166 
1:13:43:364,PM 1.0 : 26, PM 2.5 : 26, PM 10 : 26,Temperature = 7.00, Humidity = 63.00,speed: 0.00, Latitude: 35.251304,Longitude: 126.863166 
1:13:45:413,PM 1.0 : 26, PM 2.5 : 26, PM 10 : 26,Temperature = 6.00, Humidity = 62.00,speed: 0.00, Latitude: 35.251304,Longitude: 126.863166 
1:13:47:462,PM 1.0 : 26, PM 2.5 : 26, PM 10 : 26,Temperature = 5.00, Humidity = 62.00,speed: 0.00, Latitude: 35.251304,Longitude: 126.863166 
1:13:49:511,PM 1.0 : 26, PM 2.5 : 26, PM 10 : 26,Temperature = 6.00, Humidity = 62.00,speed: 0.00, Latitude: 35.251304,Longitude: 126.863166 
1:13:51:560,PM 1.0 : 26, PM 2.5 : 26, PM 10 : 26,Temperature = 6.00, Humidity = 62.00,speed: 0.00, Latitude: 35.251304,Longitude: 126.863166 
1:13:53:609,PM 1.0 : 27, PM 2.5 : 27, PM 10 : 27,Temperature = 7.00, Humidity = 62.00,speed: 0.00, Latitude: 35.251304,Longitude: 126.863166 
1:13:55:658,PM 1.0 : 27, PM 2.5 : 27, PM 10 : 27,Temperature = 6.00, Humidity = 62.00,speed: 0.00, Latitude: 35.251304,Longitude: 126.863166 
1:13:57:707,PM 1.0 : 26, PM 2.5 : 26, PM 10 : 26,Temperature = 6.00, Humidity = 62.00,speed: 0.00, Latitude: 35.251304,Longitude: 126.863166 
1:13:59:756,PM 1.0 : 27, PM 2.5 : 27, PM 10 : 27,Temperature = 6.00, Humidity = 61.00,speed: 0.00, Latitude: 35.251304,Longitude: 126.863166 
1:14:1:806,PM 1.0 : 26, PM 2.5 : 26, PM 10 : 26,Temperature = 5.00, Humidity = 62.00,speed: 0.00, Latitude: 35.251304,Longitude: 126.863166 
1:14:3:854,PM 1.0 : 26, PM 2.5 : 26, PM 10 : 26,Temperature = 7.00, Humidity = 62.00,speed: 0.00, Latitude: 35.251304,Longitude: 126.863166 
1:14:5:904,PM 1.0 : 26, PM 2.5 : 26, PM 10 : 26,Temperature = 7.00, Humidity = 62.00,speed: 0.00, Latitude: 35.251304,Longitude: 126.863166 
1:14:7:953,PM 1.0 : 26, PM 2.5 : 26, PM 10 : 26,Temperature = 7.00, Humidity = 62.00,speed: 0.00, Latitude: 35.251304,Longitude: 126.863166 
1:14:10:3,PM 1.0 : 26, PM 2.5 : 26, PM 10 : 26,Temperature = 7.00, Humidity = 62.00,speed: 0.00, Latitude: 35.251304,Longitude: 126.863166 
1:14:12:52,PM 1.0 : 27, PM 2.5 : 27, PM 10 : 27,Temperature = 7.00, Humidity = 62.00,speed: 0.00, Latitude: 35.251304,Longitude: 126.863166 
1:14:14:103,PM 1.0 : 26, PM 2.5 : 26, PM 10 : 26,Temperature = 6.00, Humidity = 62.00,speed: 0.00, Latitude: 35.251304,Longitude: 126.863166 
1:14:16:152,PM 1.0 : 26, PM 2.5 : 26, PM 10 : 26,Temperature = 7.00, Humidity = 62.00,speed: 0.00, Latitude: 35.251304,Longitude: 126.863166 
1:14:18:202,PM 1.0 : 26, PM 2.5 : 26, PM 10 : 26,Temperature = 6.00, Humidity = 62.00,speed: 0.00, Latitude: 35.251304,Longitude: 126.863166 
1:14:20:252,PM 1.0 : 26, PM 2.5 : 26, PM 10 : 26,Temperature = 6.00, Humidity = 61.00,speed: 0.00, Latitude: 35.251304,Longitude: 126.863166 
1:14:22:301,PM 1.0 : 26, PM 2.5 : 26, PM 10 : 26,Temperature = 5.00, Humidity = 62.00,speed: 0.00, Latitude: 35.251304,Longitude: 126.863166 
1:14:24:349,PM 1.0 : 26, PM 2.5 : 26, PM 10 : 26,Temperature = 7.00, Humidity = 61.00,speed: 0.00, Latitude: 35.251304,Longitude: 126.863166 
1:14:26:398,PM 1.0 : 26, PM 2.5 : 26, PM 10 : 26,Temperature = 6.00, Humidity = 61.00,speed: 0.00, Latitude: 35.251304,Longitude: 126.863166 
1:14:28:447,PM 1.0 : 26, PM 2.5 : 27, PM 10 : 27,Temperature = 7.00, Humidity = 61.00,speed: 0.00, Latitude: 35.251304,Longitude: 126.863166 
1:14:30:496,PM 1.0 : 26, PM 2.5 : 26, PM 10 : 26,Temperature = 7.00, Humidity = 61.00,speed: 0.00, Latitude: 35.251304,Longitude: 126.863166 
1:14:32:545,PM 1.0 : 26, PM 2.5 : 26, PM 10 : 26,Temperature = 7.00, Humidity = 62.00,speed: 0.00, Latitude: 35.251304,Longitude: 126.863166 
1:14:34:594,PM 1.0 : 26, PM 2.5 : 26, PM 10 : 26,Temperature = 6.00, Humidity = 62.00,speed: 0.00, Latitude: 35.251304,Longitude: 126.863166 
1:14:36:643,PM 1.0 : 26, PM 2.5 : 26, PM 10 : 26,Temperature = 6.00, Humidity = 61.00,speed: 0.00, Latitude: 35.251304,Longitude: 126.863166 
1:14:38:692,PM 1.0 : 26, PM 2.5 : 26, PM 10 : 26,Temperature = 6.00, Humidity = 61.00,speed: 0.00, Latitude: 35.251304,Longitude: 126.863166 
1:14:40:742,PM 1.0 : 26, PM 2.5 : 26, PM 10 : 26,Temperature = 7.00, Humidity = 61.00,speed: 0.00, Latitude: 35.251304,Longitude: 126.863166 
