0:12:12:745,PM 1.0 : 85, PM 2.5 : 85, PM 10 : 85,Temperature = 8.00, Humidity = 52.00,speed: 27.95, Latitude: 35.251029,Longitude: 126.872062 
0:12:14:795,PM 1.0 : 84, PM 2.5 : 84, PM 10 : 84,Temperature = 8.00, Humidity = 52.00,speed: 29.76, Latitude: 35.251174,Longitude: 126.872108 
0:12:16:843,PM 1.0 : 83, PM 2.5 : 83, PM 10 : 83,Temperature = 8.00, Humidity = 52.00,speed: 31.37, Latitude: 35.251399,Longitude: 126.872184 
0:12:18:893,PM 1.0 : 81, PM 2.5 : 81, PM 10 : 81,Temperature = 8.00, Humidity = 51.00,speed: 31.10, Latitude: 35.251548,Longitude: 126.872245 
0:12:20:942,PM 1.0 : 79, PM 2.5 : 79, PM 10 : 79,Temperature = 8.00, Humidity = 52.00,speed: 29.26, Latitude: 35.251689,Longitude: 126.872322 
0:12:22:991,PM 1.0 : 79, PM 2.5 : 79, PM 10 : 79,Temperature = 8.00, Humidity = 51.00,speed: 27.98, Latitude: 35.251819,Longitude: 126.872390 
0:12:25:40,PM 1.0 : 78, PM 2.5 : 78, PM 10 : 78,Temperature = 8.00, Humidity = 52.00,speed: 28.02, Latitude: 35.251949,Longitude: 126.872451 
0:12:27:89,PM 1.0 : 77, PM 2.5 : 77, PM 10 : 77,Temperature = 8.00, Humidity = 51.00,speed: 29.21, Latitude: 35.252090,Longitude: 126.872497 
0:12:29:138,PM 1.0 : 76, PM 2.5 : 76, PM 10 : 76,Temperature = 9.00, Humidity = 52.00,speed: 30.06, Latitude: 35.252239,Longitude: 126.872520 
0:12:31:187,PM 1.0 : 75, PM 2.5 : 75, PM 10 : 75,Temperature = 8.00, Humidity = 52.00,speed: 29.54, Latitude: 35.252388,Longitude: 126.872543 
0:12:33:236,PM 1.0 : 73, PM 2.5 : 73, PM 10 : 73,Temperature = 9.00, Humidity = 52.00,speed: 28.26, Latitude: 35.252532,Longitude: 126.872550 
0:12:35:286,PM 1.0 : 72, PM 2.5 : 72, PM 10 : 72,Temperature = 8.00, Humidity = 52.00,speed: 28.41, Latitude: 35.252666,Longitude: 126.872558 
0:12:37:335,PM 1.0 : 72, PM 2.5 : 72, PM 10 : 72,Temperature = 9.00, Humidity = 52.00,speed: 25.41, Latitude: 35.252799,Longitude: 126.872566 
0:12:39:383,PM 1.0 : 70, PM 2.5 : 70, PM 10 : 70,Temperature = 8.00, Humidity = 52.00,speed: 24.91, Latitude: 35.252922,Longitude: 126.872550 
0:12:41:433,PM 1.0 : 69, PM 2.5 : 69, PM 10 : 69,Temperature = 9.00, Humidity = 52.00,speed: 28.22, Latitude: 35.253040,Longitude: 126.872474 
0:12:43:482,PM 1.0 : 68, PM 2.5 : 68, PM 10 : 68,Temperature = 8.00, Humidity = 53.00,speed: 31.65, Latitude: 35.253154,Longitude: 126.872352 
0:12:45:532,PM 1.0 : 67, PM 2.5 : 67, PM 10 : 67,Temperature = 8.00, Humidity = 53.00,speed: 33.72, Latitude: 35.253261,Longitude: 126.872200 
0:12:47:581,PM 1.0 : 66, PM 2.5 : 66, PM 10 : 66,Temperature = 7.00, Humidity = 53.00,speed: 32.58, Latitude: 35.253383,Longitude: 126.872055 
0:12:49:630,PM 1.0 : 64, PM 2.5 : 64, PM 10 : 64,Temperature = 8.00, Humidity = 53.00,speed: 32.37, Latitude: 35.253520,Longitude: 126.871948 
0:12:51:680,PM 1.0 : 63, PM 2.5 : 63, PM 10 : 63,Temperature = 8.00, Humidity = 53.00,speed: 31.32, Latitude: 35.253673,Longitude: 126.871879 
0:12:53:729,PM 1.0 : 62, PM 2.5 : 62, PM 10 : 62,Temperature = 9.00, Humidity = 53.00,speed: 30.50, Latitude: 35.253818,Longitude: 126.871818 
0:12:55:778,PM 1.0 : 61, PM 2.5 : 61, PM 10 : 61,Temperature = 8.00, Humidity = 53.00,speed: 29.13, Latitude: 35.253952,Longitude: 126.871734 
0:12:57:827,PM 1.0 : 60, PM 2.5 : 60, PM 10 : 60,Temperature = 8.00, Humidity = 54.00,speed: 28.58, Latitude: 35.254108,Longitude: 126.871551 
0:12:59:877,PM 1.0 : 58, PM 2.5 : 58, PM 10 : 58,Temperature = 7.00, Humidity = 53.00,speed: 27.24, Latitude: 35.254196,Longitude: 126.871414 
0:13:1:926,PM 1.0 : 56, PM 2.5 : 56, PM 10 : 56,Temperature = 8.00, Humidity = 53.00,speed: 25.98, Latitude: 35.254249,Longitude: 126.871276 
0:13:3:975,PM 1.0 : 55, PM 2.5 : 55, PM 10 : 55,Temperature = 8.00, Humidity = 53.00,speed: 23.78, Latitude: 35.254283,Longitude: 126.871131 
0:13:6:24,PM 1.0 : 53, PM 2.5 : 53, PM 10 : 53,Temperature = 9.00, Humidity = 54.00,speed: 18.78, Latitude: 35.254291,Longitude: 126.871025 
0:13:8:73,PM 1.0 : 51, PM 2.5 : 51, PM 10 : 51,Temperature = 8.00, Humidity = 54.00,speed: 17.98, Latitude: 35.254264,Longitude: 126.870918 
0:13:10:122,PM 1.0 : 50, PM 2.5 : 50, PM 10 : 50,Temperature = 7.00, Humidity = 54.00,speed: 20.83, Latitude: 35.254219,Longitude: 126.870803 
0:13:12:171,PM 1.0 : 49, PM 2.5 : 49, PM 10 : 50,Temperature = 8.00, Humidity = 53.00,speed: 24.00, Latitude: 35.254177,Longitude: 126.870658 
0:13:14:220,PM 1.0 : 49, PM 2.5 : 50, PM 10 : 51,Temperature = 8.00, Humidity = 54.00,speed: 25.28, Latitude: 35.254169,Longitude: 126.870506 
0:13:16:269,PM 1.0 : 48, PM 2.5 : 49, PM 10 : 50,Temperature = 8.00, Humidity = 53.00,speed: 25.28, Latitude: 35.254203,Longitude: 126.870353 
0:13:18:318,PM 1.0 : 48, PM 2.5 : 49, PM 10 : 50,Temperature = 7.00, Humidity = 53.00,speed: 30.82, Latitude: 35.254280,Longitude: 126.870201 
0:13:20:367,PM 1.0 : 48, PM 2.5 : 49, PM 10 : 50,Temperature = 8.00, Humidity = 54.00,speed: 30.21, Latitude: 35.254379,Longitude: 126.870048 
0:13:22:416,PM 1.0 : 48, PM 2.5 : 49, PM 10 : 50,Temperature = 8.00, Humidity = 54.00,speed: 28.17, Latitude: 35.254478,Longitude: 126.869918 
0:13:24:465,PM 1.0 : 47, PM 2.5 : 48, PM 10 : 49,Temperature = 8.00, Humidity = 54.00,speed: 27.48, Latitude: 35.254589,Longitude: 126.869819 
0:13:26:515,PM 1.0 : 47, PM 2.5 : 48, PM 10 : 49,Temperature = 8.00, Humidity = 55.00,speed: 29.35, Latitude: 35.254703,Longitude: 126.869728 
0:13:28:564,PM 1.0 : 47, PM 2.5 : 48, PM 10 : 49,Temperature = 7.00, Humidity = 55.00,speed: 31.10, Latitude: 35.254833,Longitude: 126.869628 
0:13:30:614,PM 1.0 : 47, PM 2.5 : 48, PM 10 : 49,Temperature = 8.00, Humidity = 55.00,speed: 29.80, Latitude: 35.254959,Longitude: 126.869529 
0:13:32:663,PM 1.0 : 48, PM 2.5 : 48, PM 10 : 49,Temperature = 9.00, Humidity = 55.00,speed: 27.39, Latitude: 35.255073,Longitude: 126.869422 
0:13:34:713,PM 1.0 : 47, PM 2.5 : 47, PM 10 : 48,Temperature = 7.00, Humidity = 55.00,speed: 26.19, Latitude: 35.255161,Longitude: 126.869300 
0:13:36:761,PM 1.0 : 47, PM 2.5 : 48, PM 10 : 49,Temperature = 8.00, Humidity = 55.00,speed: 28.13, Latitude: 35.255229,Longitude: 126.869056 
0:13:38:811,PM 1.0 : 47, PM 2.5 : 48, PM 10 : 49,Temperature = 8.00, Humidity = 54.00,speed: 29.76, Latitude: 35.255252,Longitude: 126.868881 
0:13:40:860,PM 1.0 : 47, PM 2.5 : 48, PM 10 : 49,Temperature = 8.00, Humidity = 54.00,speed: 29.24, Latitude: 35.255287,Longitude: 126.868705 
0:13:42:909,PM 1.0 : 48, PM 2.5 : 49, PM 10 : 50,Temperature = 8.00, Humidity = 55.00,speed: 29.91, Latitude: 35.255348,Longitude: 126.868537 
0:13:44:957,PM 1.0 : 48, PM 2.5 : 49, PM 10 : 50,Temperature = 8.00, Humidity = 54.00,speed: 29.30, Latitude: 35.255416,Longitude: 126.868377 
0:13:47:6,PM 1.0 : 47, PM 2.5 : 48, PM 10 : 49,Temperature = 8.00, Humidity = 55.00,speed: 27.41, Latitude: 35.255470,Longitude: 126.868217 
0:13:49:56,PM 1.0 : 47, PM 2.5 : 48, PM 10 : 49,Temperature = 8.00, Humidity = 54.00,speed: 25.50, Latitude: 35.255489,Longitude: 126.868064 
0:13:51:105,PM 1.0 : 47, PM 2.5 : 48, PM 10 : 49,Temperature = 8.00, Humidity = 54.00,speed: 24.85, Latitude: 35.255462,Longitude: 126.867919 
0:13:53:154,PM 1.0 : 47, PM 2.5 : 48, PM 10 : 49,Temperature = 8.00, Humidity = 54.00,speed: 26.61, Latitude: 35.255405,Longitude: 126.867767 
0:13:55:203,PM 1.0 : 48, PM 2.5 : 50, PM 10 : 51,Temperature = 8.00, Humidity = 54.00,speed: 26.61, Latitude: 35.255340,Longitude: 126.867599 
0:13:57:252,PM 1.0 : 47, PM 2.5 : 49, PM 10 : 50,Temperature = 8.00, Humidity = 55.00,speed: 29.08, Latitude: 35.255283,Longitude: 126.867454 
0:13:59:301,PM 1.0 : 46, PM 2.5 : 48, PM 10 : 49,Temperature = 8.00, Humidity = 54.00,speed: 9.85, Latitude: 35.255256,Longitude: 126.867370 
0:14:1:349,PM 1.0 : 46, PM 2.5 : 48, PM 10 : 49,Temperature = 7.00, Humidity = 54.00,speed: 7.69, Latitude: 35.255256,Longitude: 126.867324 
0:14:3:399,PM 1.0 : 45, PM 2.5 : 46, PM 10 : 47,Temperature = 8.00, Humidity = 54.00,speed: 10.93, Latitude: 35.255279,Longitude: 126.867279 
0:14:5:448,PM 1.0 : 45, PM 2.5 : 47, PM 10 : 48,Temperature = 8.00, Humidity = 55.00,speed: 17.37, Latitude: 35.255336,Longitude: 126.867233 
0:14:7:498,PM 1.0 : 46, PM 2.5 : 48, PM 10 : 49,Temperature = 8.00, Humidity = 55.00,speed: 22.69, Latitude: 35.255439,Longitude: 126.867210 
0:14:9:547,PM 1.0 : 46, PM 2.5 : 47, PM 10 : 48,Temperature = 8.00, Humidity = 56.00,speed: 25.11, Latitude: 35.255561,Longitude: 126.867179 
0:14:11:596,PM 1.0 : 46, PM 2.5 : 47, PM 10 : 48,Temperature = 8.00, Humidity = 56.00,speed: 26.91, Latitude: 35.255691,Longitude: 126.867149 
0:14:13:646,PM 1.0 : 47, PM 2.5 : 48, PM 10 : 49,Temperature = 7.00, Humidity = 55.00,speed: 30.54, Latitude: 35.255836,Longitude: 126.867111 
0:14:15:695,PM 1.0 : 48, PM 2.5 : 49, PM 10 : 50,Temperature = 6.00, Humidity = 55.00,speed: 34.17, Latitude: 35.256000,Longitude: 126.867073 
0:14:17:745,PM 1.0 : 48, PM 2.5 : 48, PM 10 : 48,Temperature = 6.00, Humidity = 55.00,speed: 34.72, Latitude: 35.256267,Longitude: 126.867012 
0:14:19:794,PM 1.0 : 49, PM 2.5 : 49, PM 10 : 49,Temperature = 7.00, Humidity = 55.00,speed: 32.21, Latitude: 35.256427,Longitude: 126.866973 
0:14:21:843,PM 1.0 : 49, PM 2.5 : 49, PM 10 : 49,Temperature = 8.00, Humidity = 55.00,speed: 25.91, Latitude: 35.256553,Longitude: 126.866935 
0:14:23:892,PM 1.0 : 50, PM 2.5 : 50, PM 10 : 50,Temperature = 7.00, Humidity = 56.00,speed: 22.50, Latitude: 35.256668,Longitude: 126.866912 
0:14:25:941,PM 1.0 : 49, PM 2.5 : 49, PM 10 : 49,Temperature = 8.00, Humidity = 56.00,speed: 24.87, Latitude: 35.256790,Longitude: 126.866897 
0:14:27:990,PM 1.0 : 49, PM 2.5 : 49, PM 10 : 49,Temperature = 8.00, Humidity = 55.00,speed: 24.28, Latitude: 35.256904,Longitude: 126.866867 
0:14:30:39,PM 1.0 : 49, PM 2.5 : 49, PM 10 : 49,Temperature = 8.00, Humidity = 56.00,speed: 25.24, Latitude: 35.257019,Longitude: 126.866806 
0:14:32:88,PM 1.0 : 49, PM 2.5 : 49, PM 10 : 49,Temperature = 8.00, Humidity = 55.00,speed: 25.85, Latitude: 35.257129,Longitude: 126.866722 
0:14:34:137,PM 1.0 : 49, PM 2.5 : 49, PM 10 : 49,Temperature = 7.00, Humidity = 56.00,speed: 27.37, Latitude: 35.257232,Longitude: 126.866615 
0:14:36:187,PM 1.0 : 49, PM 2.5 : 49, PM 10 : 49,Temperature = 8.00, Humidity = 55.00,speed: 27.06, Latitude: 35.257328,Longitude: 126.866500 
0:14:38:236,PM 1.0 : 49, PM 2.5 : 49, PM 10 : 49,Temperature = 7.00, Humidity = 55.00,speed: 26.58, Latitude: 35.257419,Longitude: 126.866386 
0:14:40:285,PM 1.0 : 49, PM 2.5 : 49, PM 10 : 49,Temperature = 8.00, Humidity = 56.00,speed: 27.56, Latitude: 35.257511,Longitude: 126.866264 
0:14:42:334,PM 1.0 : 49, PM 2.5 : 49, PM 10 : 49,Temperature = 8.00, Humidity = 56.00,speed: 27.54, Latitude: 35.257606,Longitude: 126.866149 
0:14:44:383,PM 1.0 : 49, PM 2.5 : 49, PM 10 : 49,Temperature = 8.00, Humidity = 56.00,speed: 27.28, Latitude: 35.257701,Longitude: 126.866035 
0:14:46:433,PM 1.0 : 49, PM 2.5 : 49, PM 10 : 49,Temperature = 7.00, Humidity = 56.00,speed: 28.17, Latitude: 35.257797,Longitude: 126.865913 
0:14:48:482,PM 1.0 : 49, PM 2.5 : 49, PM 10 : 49,Temperature = 7.00, Humidity = 56.00,speed: 28.34, Latitude: 35.257896,Longitude: 126.865791 
0:14:50:532,PM 1.0 : 49, PM 2.5 : 49, PM 10 : 49,Temperature = 8.00, Humidity = 56.00,speed: 25.09, Latitude: 35.257991,Longitude: 126.865669 
0:14:52:581,PM 1.0 : 49, PM 2.5 : 49, PM 10 : 49,Temperature = 7.00, Humidity = 56.00,speed: 23.71, Latitude: 35.258075,Longitude: 126.865554 
0:14:54:630,PM 1.0 : 49, PM 2.5 : 49, PM 10 : 49,Temperature = 8.00, Humidity = 56.00,speed: 26.26, Latitude: 35.258155,Longitude: 126.865440 
0:14:56:680,PM 1.0 : 49, PM 2.5 : 49, PM 10 : 49,Temperature = 8.00, Humidity = 56.00,speed: 28.89, Latitude: 35.258289,Longitude: 126.865242 
0:14:58:729,PM 1.0 : 50, PM 2.5 : 50, PM 10 : 50,Temperature = 7.00, Humidity = 56.00,speed: 30.65, Latitude: 35.258377,Longitude: 126.865089 
0:15:0:779,PM 1.0 : 52, PM 2.5 : 52, PM 10 : 52,Temperature = 8.00, Humidity = 55.00,speed: 28.89, Latitude: 35.258445,Longitude: 126.864936 
0:15:2:828,PM 1.0 : 52, PM 2.5 : 52, PM 10 : 52,Temperature = 8.00, Humidity = 55.00,speed: 29.34, Latitude: 35.258522,Longitude: 126.864776 
0:15:4:877,PM 1.0 : 53, PM 2.5 : 53, PM 10 : 53,Temperature = 8.00, Humidity = 56.00,speed: 28.58, Latitude: 35.258602,Longitude: 126.864631 
0:15:6:925,PM 1.0 : 53, PM 2.5 : 53, PM 10 : 53,Temperature = 7.00, Humidity = 55.00,speed: 28.63, Latitude: 35.258697,Longitude: 126.864501 
0:15:8:974,PM 1.0 : 53, PM 2.5 : 53, PM 10 : 53,Temperature = 7.00, Humidity = 56.00,speed: 28.69, Latitude: 35.258804,Longitude: 126.864387 
0:15:11:23,PM 1.0 : 53, PM 2.5 : 53, PM 10 : 53,Temperature = 8.00, Humidity = 55.00,speed: 26.58, Latitude: 35.258907,Longitude: 126.864295 
0:15:13:72,PM 1.0 : 52, PM 2.5 : 52, PM 10 : 52,Temperature = 7.00, Humidity = 55.00,speed: 23.89, Latitude: 35.259010,Longitude: 126.864227 
0:15:15:121,PM 1.0 : 52, PM 2.5 : 52, PM 10 : 52,Temperature = 7.00, Humidity = 56.00,speed: 23.96, Latitude: 35.259117,Longitude: 126.864166 
0:15:17:170,PM 1.0 : 52, PM 2.5 : 52, PM 10 : 52,Temperature = 7.00, Humidity = 56.00,speed: 20.06, Latitude: 35.259208,Longitude: 126.864112 
0:15:19:219,PM 1.0 : 51, PM 2.5 : 51, PM 10 : 51,Temperature = 8.00, Humidity = 56.00,speed: 18.48, Latitude: 35.259292,Longitude: 126.864067 
0:15:21:267,PM 1.0 : 50, PM 2.5 : 50, PM 10 : 50,Temperature = 8.00, Humidity = 56.00,speed: 16.58, Latitude: 35.259368,Longitude: 126.864021 
0:15:23:317,PM 1.0 : 50, PM 2.5 : 50, PM 10 : 50,Temperature = 7.00, Humidity = 56.00,speed: 12.15, Latitude: 35.259433,Longitude: 126.863983 
0:15:25:366,PM 1.0 : 49, PM 2.5 : 49, PM 10 : 49,Temperature = 7.00, Humidity = 56.00,speed: 6.19, Latitude: 35.259468,Longitude: 126.863960 
0:15:27:415,PM 1.0 : 21, PM 2.5 : 24, PM 10 : 25,Temperature = 7.00, Humidity = 56.00,speed: 6.33, Latitude: 35.259483,Longitude: 126.863929 
0:15:29:464,PM 1.0 : 21, PM 2.5 : 24, PM 10 : 25,Temperature = 8.00, Humidity = 56.00,speed: 11.89, Latitude: 35.259468,Longitude: 126.863868 
0:15:31:514,PM 1.0 : 22, PM 2.5 : 25, PM 10 : 26,Temperature = 8.00, Humidity = 56.00,speed: 14.54, Latitude: 35.259426,Longitude: 126.863807 
0:15:33:563,PM 1.0 : 42, PM 2.5 : 42, PM 10 : 42,Temperature = 8.00, Humidity = 56.00,speed: 18.17, Latitude: 35.259368,Longitude: 126.863731 
0:15:35:612,PM 1.0 : 41, PM 2.5 : 41, PM 10 : 41,Temperature = 7.00, Humidity = 56.00,speed: 23.04, Latitude: 35.259273,Longitude: 126.863563 
0:15:37:662,PM 1.0 : 42, PM 2.5 : 42, PM 10 : 42,Temperature = 7.00, Humidity = 55.00,speed: 24.95, Latitude: 35.259208,Longitude: 126.863433 
0:15:39:711,PM 1.0 : 42, PM 2.5 : 42, PM 10 : 42,Temperature = 7.00, Humidity = 56.00,speed: 25.50, Latitude: 35.259143,Longitude: 126.863288 
0:15:41:760,PM 1.0 : 42, PM 2.5 : 42, PM 10 : 42,Temperature = 8.00, Humidity = 56.00,speed: 23.63, Latitude: 35.259086,Longitude: 126.863166 
0:15:43:809,PM 1.0 : 42, PM 2.5 : 42, PM 10 : 42,Temperature = 7.00, Humidity = 56.00,speed: 20.72, Latitude: 35.259029,Longitude: 126.863052 
0:15:45:857,PM 1.0 : 42, PM 2.5 : 42, PM 10 : 42,Temperature = 7.00, Humidity = 56.00,speed: 22.28, Latitude: 35.258956,Longitude: 126.862945 
0:15:47:905,PM 1.0 : 42, PM 2.5 : 42, PM 10 : 42,Temperature = 7.00, Humidity = 56.00,speed: 22.28, Latitude: 35.258876,Longitude: 126.862846 
0:15:49:954,PM 1.0 : 42, PM 2.5 : 42, PM 10 : 42,Temperature = 7.00, Humidity = 56.00,speed: 23.06, Latitude: 35.258769,Longitude: 126.862777 
0:15:52:3,PM 1.0 : 42, PM 2.5 : 43, PM 10 : 43,Temperature = 7.00, Humidity = 56.00,speed: 24.32, Latitude: 35.258655,Longitude: 126.862747 
0:15:54:52,PM 1.0 : 42, PM 2.5 : 43, PM 10 : 43,Temperature = 7.00, Humidity = 57.00,speed: 24.32, Latitude: 35.258533,Longitude: 126.862739 
0:15:56:101,PM 1.0 : 42, PM 2.5 : 43, PM 10 : 43,Temperature = 7.00, Humidity = 57.00,speed: 25.26, Latitude: 35.258411,Longitude: 126.862747 
0:15:58:150,PM 1.0 : 42, PM 2.5 : 43, PM 10 : 44,Temperature = 8.00, Humidity = 58.00,speed: 27.35, Latitude: 35.258281,Longitude: 126.862770 
0:16:0:198,PM 1.0 : 42, PM 2.5 : 43, PM 10 : 44,Temperature = 7.00, Humidity = 57.00,speed: 29.59, Latitude: 35.258136,Longitude: 126.862815 
0:16:2:248,PM 1.0 : 42, PM 2.5 : 43, PM 10 : 44,Temperature = 7.00, Humidity = 57.00,speed: 29.19, Latitude: 35.257991,Longitude: 126.862861 
0:16:4:297,PM 1.0 : 42, PM 2.5 : 43, PM 10 : 44,Temperature = 7.00, Humidity = 57.00,speed: 31.60, Latitude: 35.257846,Longitude: 126.862907 
0:16:6:347,PM 1.0 : 42, PM 2.5 : 43, PM 10 : 43,Temperature = 7.00, Humidity = 57.00,speed: 34.72, Latitude: 35.257686,Longitude: 126.862960 
0:16:8:396,PM 1.0 : 42, PM 2.5 : 43, PM 10 : 43,Temperature = 7.00, Humidity = 57.00,speed: 36.32, Latitude: 35.257514,Longitude: 126.862998 
0:16:10:445,PM 1.0 : 43, PM 2.5 : 44, PM 10 : 44,Temperature = 8.00, Humidity = 58.00,speed: 35.34, Latitude: 35.257350,Longitude: 126.863021 
0:16:12:495,PM 1.0 : 43, PM 2.5 : 43, PM 10 : 43,Temperature = 8.00, Humidity = 57.00,speed: 37.11, Latitude: 35.257164,Longitude: 126.863006 
0:16:14:545,PM 1.0 : 44, PM 2.5 : 44, PM 10 : 44,Temperature = 7.00, Humidity = 58.00,speed: 37.08, Latitude: 35.256893,Longitude: 126.862998 
0:16:16:594,PM 1.0 : 45, PM 2.5 : 45, PM 10 : 45,Temperature = 7.00, Humidity = 57.00,speed: 37.52, Latitude: 35.256690,Longitude: 126.862960 
0:16:18:642,PM 1.0 : 45, PM 2.5 : 46, PM 10 : 47,Temperature = 7.00, Humidity = 58.00,speed: 39.41, Latitude: 35.256462,Longitude: 126.862953 
0:16:20:691,PM 1.0 : 45, PM 2.5 : 46, PM 10 : 47,Temperature = 7.00, Humidity = 57.00,speed: 39.45, Latitude: 35.256244,Longitude: 126.862915 
0:16:22:740,PM 1.0 : 45, PM 2.5 : 46, PM 10 : 47,Temperature = 7.00, Humidity = 58.00,speed: 38.71, Latitude: 35.256046,Longitude: 126.862915 
0:16:24:790,PM 1.0 : 45, PM 2.5 : 46, PM 10 : 47,Temperature = 7.00, Humidity = 57.00,speed: 39.23, Latitude: 35.255840,Longitude: 126.862915 
0:16:26:839,PM 1.0 : 45, PM 2.5 : 46, PM 10 : 47,Temperature = 7.00, Humidity = 57.00,speed: 42.82, Latitude: 35.255630,Longitude: 126.862915 
0:16:28:887,PM 1.0 : 46, PM 2.5 : 47, PM 10 : 48,Temperature = 7.00, Humidity = 57.00,speed: 41.95, Latitude: 35.255420,Longitude: 126.862945 
0:16:30:936,PM 1.0 : 47, PM 2.5 : 48, PM 10 : 49,Temperature = 8.00, Humidity = 57.00,speed: 42.60, Latitude: 35.255229,Longitude: 126.862976 
0:16:32:985,PM 1.0 : 46, PM 2.5 : 47, PM 10 : 48,Temperature = 7.00, Humidity = 56.00,speed: 42.60, Latitude: 35.255031,Longitude: 126.862991 
0:16:35:34,PM 1.0 : 48, PM 2.5 : 49, PM 10 : 50,Temperature = 7.00, Humidity = 57.00,speed: 42.60, Latitude: 35.254814,Longitude: 126.862991 
0:16:37:83,PM 1.0 : 48, PM 2.5 : 49, PM 10 : 50,Temperature = 7.00, Humidity = 57.00,speed: 41.98, Latitude: 35.254585,Longitude: 126.862983 
0:16:39:132,PM 1.0 : 48, PM 2.5 : 49, PM 10 : 49,Temperature = 8.00, Humidity = 58.00,speed: 36.73, Latitude: 35.254371,Longitude: 126.862937 
0:16:41:182,PM 1.0 : 48, PM 2.5 : 49, PM 10 : 49,Temperature = 7.00, Humidity = 57.00,speed: 31.93, Latitude: 35.254230,Longitude: 126.862884 
0:16:43:231,PM 1.0 : 48, PM 2.5 : 48, PM 10 : 48,Temperature = 7.00, Humidity = 58.00,speed: 26.34, Latitude: 35.254093,Longitude: 126.862846 
0:16:45:281,PM 1.0 : 48, PM 2.5 : 48, PM 10 : 48,Temperature = 7.00, Humidity = 58.00,speed: 23.80, Latitude: 35.253974,Longitude: 126.862823 
0:16:47:330,PM 1.0 : 49, PM 2.5 : 49, PM 10 : 49,Temperature = 7.00, Humidity = 58.00,speed: 28.56, Latitude: 35.253852,Longitude: 126.862808 
0:16:49:379,PM 1.0 : 49, PM 2.5 : 49, PM 10 : 49,Temperature = 7.00, Humidity = 59.00,speed: 29.82, Latitude: 35.253707,Longitude: 126.862800 
0:16:51:429,PM 1.0 : 48, PM 2.5 : 48, PM 10 : 48,Temperature = 7.00, Humidity = 59.00,speed: 32.89, Latitude: 35.253536,Longitude: 126.862792 
0:16:53:478,PM 1.0 : 48, PM 2.5 : 48, PM 10 : 48,Temperature = 8.00, Humidity = 59.00,speed: 34.02, Latitude: 35.253356,Longitude: 126.862785 
0:16:55:527,PM 1.0 : 49, PM 2.5 : 49, PM 10 : 49,Temperature = 7.00, Humidity = 59.00,speed: 32.67, Latitude: 35.253101,Longitude: 126.862777 
0:16:57:577,PM 1.0 : 50, PM 2.5 : 50, PM 10 : 50,Temperature = 7.00, Humidity = 59.00,speed: 31.63, Latitude: 35.252937,Longitude: 126.862785 
0:16:59:626,PM 1.0 : 49, PM 2.5 : 49, PM 10 : 49,Temperature = 7.00, Humidity = 58.00,speed: 29.17, Latitude: 35.252784,Longitude: 126.862792 
0:17:1:675,PM 1.0 : 51, PM 2.5 : 51, PM 10 : 51,Temperature = 8.00, Humidity = 59.00,speed: 24.96, Latitude: 35.252658,Longitude: 126.862792 
0:17:3:724,PM 1.0 : 50, PM 2.5 : 50, PM 10 : 50,Temperature = 6.00, Humidity = 59.00,speed: 21.06, Latitude: 35.252552,Longitude: 126.862792 
0:17:5:773,PM 1.0 : 50, PM 2.5 : 50, PM 10 : 50,Temperature = 7.00, Humidity = 59.00,speed: 20.19, Latitude: 35.252445,Longitude: 126.862785 
0:17:7:821,PM 1.0 : 50, PM 2.5 : 50, PM 10 : 50,Temperature = 6.00, Humidity = 60.00,speed: 23.17, Latitude: 35.252323,Longitude: 126.862770 
0:17:9:870,PM 1.0 : 49, PM 2.5 : 49, PM 10 : 49,Temperature = 7.00, Humidity = 59.00,speed: 27.47, Latitude: 35.252182,Longitude: 126.862762 
0:17:11:919,PM 1.0 : 49, PM 2.5 : 49, PM 10 : 49,Temperature = 7.00, Humidity = 60.00,speed: 28.35, Latitude: 35.252037,Longitude: 126.862792 
0:17:13:968,PM 1.0 : 48, PM 2.5 : 48, PM 10 : 48,Temperature = 7.00, Humidity = 59.00,speed: 28.35, Latitude: 35.251888,Longitude: 126.862876 
0:17:16:17,PM 1.0 : 48, PM 2.5 : 48, PM 10 : 48,Temperature = 7.00, Humidity = 59.00,speed: 32.69, Latitude: 35.251728,Longitude: 126.862968 
0:17:18:66,PM 1.0 : 47, PM 2.5 : 47, PM 10 : 47,Temperature = 6.00, Humidity = 59.00,speed: 33.54, Latitude: 35.251571,Longitude: 126.863059 
0:17:20:115,PM 1.0 : 47, PM 2.5 : 48, PM 10 : 48,Temperature = 7.00, Humidity = 59.00,speed: 33.52, Latitude: 35.251422,Longitude: 126.863136 
0:17:22:165,PM 1.0 : 46, PM 2.5 : 47, PM 10 : 47,Temperature = 7.00, Humidity = 59.00,speed: 32.02, Latitude: 35.251262,Longitude: 126.863166 
0:17:24:214,PM 1.0 : 46, PM 2.5 : 47, PM 10 : 48,Temperature = 6.00, Humidity = 60.00,speed: 30.63, Latitude: 35.251110,Longitude: 126.863159 
0:17:26:264,PM 1.0 : 45, PM 2.5 : 46, PM 10 : 47,Temperature = 8.00, Humidity = 60.00,speed: 32.00, Latitude: 35.250949,Longitude: 126.863143 
0:17:28:313,PM 1.0 : 45, PM 2.5 : 46, PM 10 : 47,Temperature = 7.00, Humidity = 60.00,speed: 34.37, Latitude: 35.250782,Longitude: 126.863136 
