,time,PM 1.0,PM2.5,PM 10,Temperature,Humidity,speed,Latitude,Longitude
2262,1:17:20:587,56,56,56,6.0,65.0,34.22,35.239582,126.863449
2263,1:17:22:637,55,55,55,6.0,65.0,34.69,35.23941,126.863441
2264,1:17:24:686,55,55,55,6.0,65.0,29.47,35.239246,126.863433
2265,1:17:26:736,53,53,53,6.0,65.0,16.08,35.239128,126.863433
2266,1:17:28:785,52,52,52,6.0,65.0,9.89,35.239074,126.863449
2267,1:17:30:834,25,28,29,6.0,64.0,15.15,35.239036,126.863502
2268,1:17:32:884,26,28,29,6.0,64.0,22.74,35.239021,126.863616
2269,1:17:34:934,28,30,31,6.0,65.0,32.69,35.239063,126.863792
2270,1:17:36:984,57,57,57,6.0,64.0,42.6,35.239166,126.864158
2271,1:17:39:33,57,57,57,6.0,64.0,49.43,35.239246,126.864448
2272,1:17:41:82,57,57,57,7.0,64.0,55.67,35.239368,126.864768
2273,1:17:43:131,57,57,57,5.0,64.0,60.1,35.239498,126.865135
2274,1:17:45:180,58,58,58,6.0,64.0,62.73,35.239631,126.865486
2275,1:17:47:229,59,59,59,7.0,64.0,60.67,35.239749,126.865829
2276,1:17:49:278,60,60,60,7.0,63.0,60.34,35.239856,126.866172
2277,1:17:51:327,60,60,60,7.0,63.0,58.78,35.239963,126.866508
2278,1:17:53:376,60,60,60,6.0,63.0,57.78,35.240066,126.866836
2279,1:17:55:425,62,62,62,6.0,63.0,57.78,35.240154,126.867156
2280,1:17:57:475,62,62,62,6.0,63.0,51.95,35.240238,126.867462
2281,1:17:59:525,63,63,63,6.0,63.0,47.0,35.240314,126.867752
2282,1:18:1:575,63,63,63,6.0,64.0,36.76,35.240375,126.867988
2283,1:18:3:624,63,63,63,6.0,62.0,25.52,35.240409,126.868156
2284,1:18:5:673,62,62,62,5.0,63.0,17.8,35.240413,126.86827
2285,1:18:7:723,60,60,60,6.0,63.0,19.11,35.240356,126.868347
2286,1:18:9:772,60,60,60,6.0,63.0,27.22,35.240249,126.8684
2287,1:18:11:822,61,61,61,6.0,63.0,34.74,35.240093,126.868461
2288,1:18:13:871,61,61,61,5.0,63.0,38.08,35.239913,126.868537
2289,1:18:15:921,61,61,61,6.0,63.0,37.98,35.23962,126.868614
2290,1:18:17:971,61,61,61,6.0,62.0,35.04,35.239467,126.868698
2291,1:18:20:20,60,60,60,7.0,62.0,34.78,35.239315,126.868782
2292,1:18:22:69,60,60,60,7.0,62.0,33.71,35.239181,126.868888
2293,1:18:24:118,60,60,60,7.0,62.0,29.76,35.239048,126.868972
2294,1:18:26:167,59,59,59,6.0,62.0,25.24,35.238918,126.868988
2295,1:18:28:216,57,57,57,7.0,62.0,23.72,35.238796,126.868972
2296,1:18:30:265,57,57,58,7.0,62.0,23.72,35.238685,126.868927
2297,1:18:32:314,56,56,56,7.0,62.0,21.65,35.238578,126.868881
2298,1:18:34:363,56,56,57,7.0,62.0,0.0,35.238471,126.86882
2299,1:18:36:411,56,56,57,6.0,62.0,22.58,35.238368,126.868759
2300,1:18:38:461,55,55,56,5.0,62.0,26.08,35.238246,126.86869
2301,1:18:40:510,54,54,55,7.0,62.0,26.89,35.238121,126.868637
2302,1:18:42:561,53,53,54,6.0,61.0,26.67,35.237995,126.868576
2303,1:18:44:610,52,53,54,7.0,62.0,21.69,35.237892,126.868507
2304,1:18:46:660,51,52,54,7.0,61.0,20.21,35.237834,126.8684
2305,1:18:48:709,50,51,53,7.0,61.0,19.04,35.237842,126.868278
2306,1:18:50:759,49,50,52,6.0,62.0,25.74,35.237892,126.868148
2307,1:18:52:809,48,50,52,6.0,61.0,27.74,35.237949,126.867988
2308,1:18:54:859,47,49,51,6.0,60.0,28.19,35.238037,126.867736
2309,1:18:56:909,46,48,50,6.0,61.0,27.35,35.238094,126.867576
2310,1:18:58:959,44,46,48,6.0,61.0,23.98,35.23814,126.867446
2311,1:19:1:8,44,46,48,7.0,60.0,14.59,35.238193,126.867378
2312,1:19:3:57,43,45,47,7.0,61.0,12.76,35.238254,126.86734
2313,1:19:5:106,43,45,47,7.0,61.0,12.41,35.238315,126.867347
2314,1:19:7:155,43,45,47,7.0,61.0,13.93,35.238388,126.867401
2315,1:19:9:204,42,43,45,7.0,60.0,16.91,35.238471,126.867469
2316,1:19:11:253,41,43,45,6.0,61.0,19.67,35.238563,126.86753
2317,1:19:13:302,40,42,44,6.0,60.0,0.0,35.238655,126.867584
2318,1:19:15:351,39,41,43,6.0,60.0,7.91,35.2387,126.867614
2319,1:19:17:400,38,40,43,7.0,60.0,8.46,35.238712,126.86766
2320,1:19:19:449,37,39,42,6.0,60.0,13.91,35.238708,126.867729
2321,1:19:21:499,36,39,42,6.0,60.0,19.08,35.238697,126.867828
2322,1:19:23:548,35,38,41,7.0,60.0,19.74,35.2387,126.867935
2323,1:19:25:598,35,38,41,5.0,60.0,16.17,35.238697,126.868041
2324,1:19:27:647,35,38,41,7.0,61.0,9.13,35.238708,126.868103
2325,1:19:29:697,34,36,39,6.0,60.0,8.82,35.238708,126.868148
2326,1:19:31:746,34,37,40,6.0,61.0,12.63,35.238697,126.868217
2327,1:19:33:796,33,36,39,7.0,60.0,13.02,35.238681,126.868331
2328,1:19:35:845,32,34,36,7.0,60.0,10.52,35.238662,126.868392
2329,1:19:37:894,32,34,36,7.0,60.0,0.35,35.238655,126.868408
2330,1:19:39:943,31,33,35,6.0,60.0,0.0,35.238655,126.8684
2331,1:19:41:991,30,33,36,6.0,60.0,0.0,35.238655,126.8684
2332,1:19:44:40,29,32,35,5.0,60.0,0.26,35.238666,126.868385
2333,1:19:46:91,29,32,35,5.0,60.0,0.26,35.238674,126.86837
2334,1:19:48:139,28,31,33,5.0,60.0,0.22,35.238677,126.868362
2335,1:19:50:189,27,30,32,7.0,60.0,0.0,35.238674,126.868354
2336,1:19:52:237,26,29,31,6.0,60.0,0.0,35.23867,126.868362
2337,1:19:54:286,25,28,31,5.0,60.0,0.0,35.23867,126.868362
2338,1:19:56:335,25,28,31,6.0,60.0,0.0,35.23867,126.868362
2339,1:19:58:385,25,27,29,7.0,60.0,1.72,35.238666,126.868362
2340,1:20:0:434,24,26,28,7.0,60.0,1.8,35.238674,126.86837
2341,1:20:2:484,25,27,29,6.0,60.0,3.06,35.238677,126.86837
2342,1:20:4:533,25,27,29,6.0,60.0,0.0,35.238681,126.86837
2343,1:20:6:582,25,27,29,6.0,60.0,1.61,35.238681,126.868377
2344,1:20:8:632,25,27,29,6.0,60.0,0.0,35.238681,126.868377
2345,1:20:10:681,25,27,29,7.0,61.0,1.89,35.238681,126.868377
2346,1:20:12:731,25,26,27,7.0,61.0,1.56,35.238689,126.86837
2347,1:20:14:781,25,26,27,5.0,60.0,0.0,35.238693,126.86837
2348,1:20:16:830,25,26,27,6.0,60.0,0.0,35.238693,126.86837
2349,1:20:18:878,25,26,27,7.0,60.0,0.0,35.238693,126.86837
2350,1:20:20:927,25,26,27,6.0,60.0,0.0,35.238693,126.86837
2351,1:20:22:976,25,25,26,7.0,60.0,0.0,35.238693,126.86837
2352,1:20:25:25,25,26,27,6.0,60.0,0.0,35.238693,126.86837
2353,1:20:27:74,25,25,25,6.0,61.0,0.0,35.238693,126.86837
2354,1:20:31:171,25,25,25,5.0,60.0,0.0,35.238693,126.86837
2355,1:20:33:220,26,26,26,7.0,60.0,0.0,35.238693,126.86837
2356,1:20:35:269,27,27,27,6.0,60.0,0.0,35.238693,126.86837
2357,1:20:37:320,26,26,26,6.0,60.0,0.0,35.238693,126.86837
2358,1:20:39:369,27,27,27,6.0,61.0,0.0,35.238693,126.86837
2359,1:20:41:419,26,26,26,6.0,60.0,0.0,35.238693,126.86837
2360,1:20:43:468,26,26,26,7.0,60.0,0.0,35.238693,126.86837
2361,1:20:45:517,26,26,26,7.0,61.0,0.0,35.238693,126.86837
2362,1:20:47:567,26,26,26,7.0,61.0,0.0,35.238693,126.86837
2363,1:20:49:616,26,26,26,5.0,60.0,0.0,35.238693,126.86837
2364,1:20:51:666,26,26,26,6.0,61.0,0.0,35.238693,126.86837
2365,1:20:53:716,26,26,26,6.0,61.0,0.0,35.238693,126.86837
2366,1:20:55:766,26,26,26,6.0,61.0,0.0,35.238693,126.86837
2367,1:20:57:815,26,26,26,6.0,61.0,0.0,35.238693,126.86837
2368,1:20:59:863,26,26,26,5.0,61.0,0.0,35.238693,126.86837
2369,1:21:1:912,27,27,27,6.0,60.0,0.0,35.238693,126.86837
2370,1:21:3:961,26,26,26,6.0,60.0,0.0,35.238693,126.86837
2371,1:21:6:10,27,27,27,6.0,61.0,0.0,35.238693,126.86837
2372,1:21:8:59,27,28,28,6.0,61.0,1.54,35.238693,126.86837
2373,1:21:10:109,26,27,27,7.0,61.0,0.0,35.238693,126.86837
2374,1:21:12:157,27,28,28,7.0,60.0,0.0,35.238693,126.86837
2375,1:21:14:206,27,28,28,6.0,60.0,1.48,35.238746,126.868423
2376,1:21:16:256,26,27,27,6.0,60.0,0.0,35.238746,126.868423
2377,1:21:18:305,26,27,27,7.0,60.0,0.0,35.238746,126.868423
2378,1:21:20:355,26,27,27,7.0,61.0,0.0,35.238746,126.868423
2379,1:21:22:404,27,28,28,7.0,60.0,0.0,35.238746,126.868423
2380,1:21:24:453,26,27,27,7.0,61.0,0.0,35.238746,126.868423
2381,1:21:26:503,26,27,27,7.0,61.0,0.0,35.238746,126.868423
2382,1:21:28:552,26,27,28,6.0,61.0,0.0,35.238746,126.868423
2383,1:21:30:602,26,27,28,7.0,61.0,0.0,35.238746,126.868423
2384,1:21:32:651,26,27,28,6.0,61.0,0.0,35.238746,126.868423
2385,1:21:34:701,26,27,28,7.0,60.0,0.0,35.238746,126.868423
2386,1:21:36:749,26,27,28,6.0,61.0,0.0,35.238746,126.868423
2387,1:21:38:798,26,27,28,6.0,60.0,0.0,35.238746,126.868423
2388,1:21:40:847,26,27,27,6.0,60.0,0.0,35.238746,126.868423
2389,1:21:42:896,27,28,29,7.0,60.0,0.0,35.238746,126.868423
2390,1:21:44:945,27,28,28,6.0,60.0,0.0,35.238746,126.868423
2391,1:21:46:994,27,28,28,6.0,60.0,0.0,35.238746,126.868423
2392,1:21:49:43,27,28,28,6.0,61.0,0.0,35.238746,126.868423
2393,1:21:51:92,27,28,28,6.0,61.0,0.0,35.238746,126.868423
2394,1:21:53:141,27,28,28,5.0,60.0,0.0,35.238746,126.868423
2395,1:21:55:191,27,28,28,6.0,60.0,0.0,35.238746,126.868423
2396,1:21:57:240,27,28,28,5.0,60.0,0.0,35.238746,126.868423
2397,1:21:59:289,27,28,28,7.0,61.0,0.0,35.238746,126.868423
2398,1:22:1:338,26,27,27,6.0,61.0,0.0,35.238746,126.868423
2399,1:22:3:388,26,27,27,6.0,61.0,0.0,35.238746,126.868423
2400,1:22:5:437,26,27,28,6.0,61.0,0.0,35.238746,126.868423
2401,1:22:7:488,26,27,28,6.0,61.0,0.0,35.238746,126.868423
2402,1:22:9:537,26,27,28,6.0,61.0,0.0,35.238746,126.868423
2403,1:22:11:586,26,27,28,6.0,61.0,0.0,35.238746,126.868423
2404,1:22:13:636,26,28,29,6.0,60.0,0.0,35.238746,126.868423
2405,1:22:15:685,26,28,29,7.0,60.0,0.0,35.238746,126.868423
2406,1:22:17:733,26,28,29,7.0,60.0,0.0,35.238746,126.868423
2407,1:22:19:782,26,28,29,7.0,61.0,0.0,35.238746,126.868423
2408,1:22:21:831,26,28,29,7.0,60.0,0.0,35.238746,126.868423
2409,1:22:23:880,26,28,29,5.0,61.0,0.0,35.238746,126.868423
2410,1:22:25:929,26,28,29,6.0,61.0,0.0,35.238746,126.868423
2411,1:22:27:978,26,28,29,7.0,60.0,0.0,35.238746,126.868423
2412,1:22:30:27,26,28,29,6.0,61.0,0.0,35.238746,126.868423
2413,1:22:32:76,26,28,29,7.0,61.0,0.0,35.238746,126.868423
2414,1:22:34:126,26,28,29,6.0,61.0,0.0,35.238746,126.868423
2415,1:22:36:175,27,29,30,6.0,60.0,0.0,35.238746,126.868423
2416,1:22:38:224,27,29,30,7.0,61.0,0.0,35.238746,126.868423
2417,1:22:40:273,27,29,30,6.0,60.0,0.0,35.238746,126.868423
2418,1:22:42:323,26,28,29,6.0,61.0,0.0,35.238746,126.868423
2419,1:22:44:372,26,28,29,6.0,61.0,0.0,35.238746,126.868423
2420,1:22:46:422,26,28,29,7.0,61.0,0.0,35.238746,126.868423
2421,1:22:48:471,27,29,30,5.0,61.0,0.0,35.238746,126.868423
2422,1:22:50:520,27,29,30,7.0,61.0,0.0,35.238746,126.868423
2423,1:22:52:570,27,29,30,6.0,61.0,0.0,35.238746,126.868423
2424,1:22:54:619,27,29,30,7.0,61.0,0.0,35.238746,126.868423
2425,1:22:56:668,27,29,30,6.0,60.0,0.0,35.238746,126.868423
2426,1:22:58:716,26,28,29,6.0,61.0,0.0,35.238746,126.868423
2427,1:23:0:765,27,29,30,6.0,60.0,0.0,35.238746,126.868423
2428,1:23:2:814,27,29,30,6.0,61.0,0.0,35.238746,126.868423
2429,1:23:4:863,27,29,30,6.0,60.0,0.0,35.238746,126.868423
2430,1:23:6:912,27,29,30,6.0,60.0,0.0,35.238746,126.868423
2431,1:23:8:961,27,28,29,6.0,60.0,0.0,35.238746,126.868423
2432,1:23:11:10,27,28,29,7.0,60.0,0.0,35.238746,126.868423
2433,1:23:13:60,27,28,28,7.0,60.0,0.0,35.238746,126.868423
2434,1:23:15:109,27,28,28,6.0,60.0,0.0,35.238746,126.868423
2435,1:23:17:158,27,28,28,7.0,60.0,0.0,35.238746,126.868423
2436,1:23:19:207,27,28,28,6.0,60.0,0.0,35.238746,126.868423
2437,1:23:21:257,27,28,28,6.0,61.0,0.0,35.238746,126.868423
2438,1:23:23:307,27,28,28,7.0,61.0,0.0,35.238746,126.868423
2439,1:23:25:357,27,28,28,7.0,61.0,0.0,35.238746,126.868423
2440,1:23:27:406,27,28,28,7.0,61.0,0.0,35.238746,126.868423
2441,1:23:29:455,27,28,28,7.0,60.0,0.0,35.238746,126.868423
2442,1:23:31:504,27,28,28,7.0,60.0,0.0,35.238746,126.868423
2443,1:23:33:554,27,28,28,6.0,60.0,1.65,35.238746,126.868423
2444,1:23:35:603,27,28,28,6.0,60.0,0.0,35.238746,126.868423
2445,1:23:37:651,27,28,28,7.0,61.0,0.0,35.238746,126.868423
2446,1:23:39:700,27,28,28,7.0,60.0,0.0,35.238746,126.868423
2447,1:23:41:749,27,28,28,6.0,60.0,0.0,35.238746,126.868423
2448,1:23:43:798,27,28,28,7.0,60.0,0.0,35.238746,126.868423
2449,1:23:45:847,27,28,28,7.0,60.0,0.0,35.238746,126.868423
2450,1:23:47:896,27,28,29,6.0,60.0,0.0,35.238746,126.868423
2451,1:23:49:945,27,29,30,6.0,60.0,0.0,35.238746,126.868423
2452,1:23:51:995,27,28,29,6.0,61.0,0.0,35.238746,126.868423
2453,1:23:54:44,27,28,29,5.0,60.0,0.0,35.238746,126.868423
2454,1:23:56:93,27,28,29,7.0,61.0,0.0,35.238746,126.868423
2455,1:23:58:142,28,29,30,7.0,61.0,0.0,35.238746,126.868423
2456,1:24:0:191,28,29,30,7.0,62.0,0.0,35.238746,126.868423
2457,1:24:2:241,28,29,30,7.0,63.0,0.0,35.238746,126.868423
2458,1:24:4:290,27,28,29,6.0,63.0,0.0,35.238746,126.868423
2459,1:24:6:340,27,28,29,6.0,63.0,0.0,35.238746,126.868423
2460,1:24:8:389,27,28,29,7.0,63.0,3.02,35.238761,126.868438
2461,1:24:10:439,27,28,29,6.0,63.0,0.0,35.238765,126.868438
2462,1:24:12:489,27,28,29,6.0,63.0,0.0,35.238761,126.868438
2463,1:24:14:537,27,28,29,7.0,62.0,0.0,35.238761,126.868438
2464,1:24:16:586,27,29,30,5.0,62.0,0.0,35.238761,126.868438
2465,1:24:18:635,27,28,29,6.0,62.0,0.0,35.238761,126.868438
2466,1:24:20:684,27,28,29,7.0,62.0,0.0,35.238761,126.868438
2467,1:24:22:733,27,28,29,7.0,62.0,0.0,35.238761,126.868438
2468,1:24:24:782,27,28,29,6.0,62.0,0.0,35.238761,126.868438
2469,1:24:26:831,27,28,29,6.0,61.0,0.0,35.238761,126.868438
2470,1:24:28:880,27,28,29,6.0,61.0,0.0,35.238761,126.868438
2471,1:24:30:930,26,27,28,7.0,61.0,0.0,35.238761,126.868438
2472,1:24:32:979,26,27,28,7.0,61.0,1.48,35.238761,126.868438
2473,1:24:35:28,26,27,28,7.0,61.0,0.0,35.238761,126.868438
2474,1:24:37:79,27,28,29,6.0,61.0,0.0,35.238761,126.868438
