time,Latitude,Longitude,PM2.5
0:47:37:744,35.246749,126.872673,30
0:47:39:793,35.246829,126.87265,29
0:47:41:842,35.246906,126.872642,29
0:47:43:892,35.246994,126.872634,29
0:47:45:941,35.247081,126.872642,29
0:47:47:990,35.247165,126.87268,29
0:47:50:40,35.247245,126.872741,29
0:47:52:89,35.247314,126.87281,29
0:47:54:139,35.247379,126.872871,29
0:47:56:189,35.247478,126.872978,29
0:47:58:238,35.247547,126.873054,29
0:48:0:287,35.247611,126.873138,29
0:48:2:336,35.24768,126.873207,28
0:48:4:385,35.247753,126.87326,28
0:48:6:434,35.247833,126.873298,28
0:48:8:483,35.247928,126.873344,28
0:48:10:532,35.248023,126.873405,28
0:48:12:581,35.248119,126.873458,28
0:48:14:630,35.248203,126.873504,28
0:48:16:679,35.248287,126.873527,29
0:48:18:729,35.24839,126.873527,28
0:48:20:779,35.248523,126.873519,29
0:48:22:828,35.248653,126.873519,46
0:48:24:878,35.248779,126.873512,46
0:48:26:927,35.248889,126.873489,45
0:48:28:976,35.248989,126.873443,45
0:48:31:26,35.249076,126.873382,44
0:48:33:76,35.249164,126.873268,43
0:48:35:125,35.249214,126.873153,43
0:48:37:174,35.249294,126.873039,43
0:48:39:223,35.249389,126.872924,43
0:48:41:272,35.249485,126.87281,43
0:48:43:321,35.249576,126.87268,43
0:48:45:370,35.249691,126.872558,43
0:48:47:419,35.249801,126.872459,42
0:48:49:468,35.249893,126.87239,42
0:48:51:517,35.249969,126.872322,42
0:48:53:566,35.250049,126.872253,42
0:48:55:616,35.250144,126.872177,42
0:48:57:665,35.250247,126.8721,42
0:48:59:715,35.250354,126.872024,42
0:49:1:764,35.250457,126.871955,42
0:49:3:813,35.250553,126.871902,42
0:49:5:863,35.250629,126.871864,42
0:49:7:913,35.250682,126.871849,42
0:49:9:962,35.250709,126.871849,41
0:49:12:11,35.25072,126.871849,40
0:49:14:60,35.250717,126.871849,39
0:49:16:110,35.250717,126.871849,39
0:49:18:159,35.250717,126.871849,38
0:49:20:207,35.250717,126.871849,38
0:49:22:256,35.250717,126.871849,37
0:49:24:305,35.250717,126.871849,36
0:49:26:354,35.250717,126.871849,36
0:49:28:403,35.250717,126.871849,36
0:49:30:452,35.250717,126.871849,36
0:49:32:500,35.250717,126.871849,37
0:49:34:550,35.250717,126.871849,36
0:49:36:600,35.250717,126.871849,36
0:49:38:649,35.250717,126.871849,35
0:49:40:698,35.250717,126.871849,35
0:49:42:748,35.250717,126.871849,35
0:49:44:797,35.250717,126.871849,34
0:49:46:846,35.250717,126.871849,33
0:49:48:896,35.250717,126.871849,32
0:49:50:945,35.250717,126.871849,32
0:49:52:995,35.250717,126.871849,33
0:49:55:44,35.250717,126.871849,32
0:49:57:93,35.250717,126.871849,32
0:49:59:140,35.250717,126.871849,31
0:50:1:189,35.250717,126.871849,30
0:50:3:237,35.250717,126.871849,29
0:50:5:286,35.250717,126.871849,30
0:50:7:335,35.250717,126.871849,30
0:50:9:383,35.250717,126.871849,31
0:50:11:431,35.250717,126.871849,30
0:50:13:480,35.250717,126.871849,30
0:50:15:530,35.250717,126.871849,32
0:50:17:579,35.250717,126.871849,32
0:50:19:628,35.250717,126.871849,32
0:50:21:678,35.250717,126.871849,32
0:50:23:727,35.250717,126.871849,32
0:50:25:776,35.250717,126.871849,32
0:50:27:826,35.250717,126.871849,32
0:50:29:876,35.250717,126.871849,33
0:50:31:925,35.250717,126.871849,33
0:50:33:973,35.250717,126.871849,32
0:50:36:23,35.250717,126.871849,32
0:50:38:72,35.250717,126.871849,33
0:50:40:120,35.250717,126.871849,33
0:50:42:169,35.250717,126.871849,33
0:50:44:218,35.250717,126.871849,33
0:50:46:267,35.250717,126.871849,33
0:50:48:316,35.250717,126.871849,33
0:50:50:364,35.250717,126.871849,33
0:50:52:413,35.250717,126.871849,33
0:50:54:462,35.250717,126.871849,32
0:50:56:513,35.250717,126.871849,32
0:50:58:562,35.250717,126.871849,32
0:51:0:611,35.250717,126.871849,33
0:51:2:660,35.250717,126.871849,33
0:51:4:710,35.250717,126.871849,33
0:51:6:759,35.250717,126.871849,33
0:51:8:808,35.250717,126.871849,33
0:51:10:857,35.250717,126.871849,33
0:51:12:906,35.250717,126.871849,33
0:51:14:956,35.250717,126.871849,34
0:51:17:5,35.250717,126.871849,34
0:51:19:53,35.250717,126.871849,34
0:51:21:101,35.250717,126.871849,34
0:51:23:150,35.250717,126.871849,35
0:51:25:199,35.250717,126.871849,36
0:51:27:248,35.250717,126.871849,36
0:51:29:297,35.250717,126.871849,37
0:51:31:346,35.250717,126.871849,36
0:51:33:395,35.250717,126.871849,57
0:51:35:445,35.250717,126.871849,57
0:51:37:494,35.250717,126.871849,57
0:51:39:543,35.250717,126.871849,57
0:51:41:593,35.250717,126.871849,57
0:51:43:642,35.250717,126.871849,56
0:51:45:691,35.250717,126.871849,56
0:51:47:741,35.250717,126.871849,56
0:51:49:790,35.250717,126.871849,56
0:51:51:840,35.250717,126.871849,57
0:51:53:890,35.250717,126.871849,55
0:51:55:939,35.250717,126.871849,55
0:51:57:987,35.250717,126.871849,54
0:52:0:35,35.250717,126.871849,54
0:52:2:83,35.250717,126.871849,53
0:52:4:132,35.250717,126.871849,52
0:52:6:181,35.250717,126.871849,52
0:52:8:230,35.250717,126.871849,52
0:52:10:279,35.250717,126.871849,51
0:52:12:328,35.250717,126.871849,52
0:52:14:377,35.250717,126.871849,51
0:52:16:428,35.250717,126.871849,51
0:52:18:476,35.250717,126.871849,51
0:52:20:526,35.250717,126.871849,52
0:52:22:575,35.250717,126.871849,52
0:52:24:625,35.250717,126.871849,51
0:52:26:674,35.250717,126.871849,51
0:52:28:723,35.250717,126.871849,52
0:52:30:773,35.250717,126.871849,52
0:52:32:823,35.250717,126.871849,52
0:52:34:872,35.250717,126.871849,53
0:52:36:921,35.250717,126.871849,52
0:52:38:969,35.250717,126.871849,53
0:52:41:18,35.250717,126.871849,54
0:52:43:67,35.250717,126.871849,54
0:52:45:116,35.250717,126.871849,55
0:52:47:165,35.250717,126.871849,54
0:52:49:214,35.250717,126.871849,55
0:52:51:263,35.250717,126.871849,55
0:52:53:312,35.250717,126.871849,57
0:52:55:362,35.250717,126.871849,57
0:52:57:412,35.250717,126.871849,57
0:52:59:461,35.250717,126.871849,59
0:53:1:510,35.250717,126.871849,58
0:53:3:560,35.250717,126.871849,59
0:53:5:609,35.250717,126.871849,59
0:53:7:659,35.250717,126.871849,60
0:53:9:708,35.250717,126.871849,60
0:53:11:758,35.250717,126.871849,61
0:53:13:807,35.250717,126.871849,62
0:53:15:856,35.250717,126.871849,62
0:53:17:904,35.250717,126.871849,62
0:53:19:953,35.250717,126.871849,62
0:53:22:2,35.250717,126.871849,62
0:53:24:51,35.250717,126.871849,63
0:53:26:100,35.250717,126.871849,63
0:53:28:150,35.250717,126.871849,63
0:53:30:199,35.250717,126.871849,63
0:53:32:248,35.250717,126.871849,64
0:53:34:297,35.250717,126.871849,63
0:53:36:348,35.250717,126.871849,63
0:53:38:397,35.250717,126.871849,63
0:53:40:447,35.250717,126.871849,62
0:53:42:496,35.250717,126.871849,61
0:53:44:545,35.250717,126.871849,60
0:53:46:595,35.250717,126.871849,60
0:53:48:644,35.250717,126.871849,59
0:53:50:693,35.250717,126.871849,58
0:53:52:743,35.250717,126.871849,58
0:53:54:792,35.250717,126.871849,58
0:53:56:840,35.250717,126.871849,57
0:53:58:889,35.250717,126.871849,57
0:54:0:938,35.250717,126.871849,57
0:54:2:986,35.250717,126.871849,58
0:54:5:35,35.250717,126.871849,58
0:54:7:84,35.250717,126.871849,58
0:54:9:133,35.250717,126.871849,57
0:54:11:182,35.250717,126.871849,56
0:54:13:231,35.250717,126.871849,55
0:54:15:281,35.250717,126.871849,54
0:54:17:330,35.250717,126.871849,53
0:54:19:380,35.250717,126.871849,52
0:54:21:429,35.250717,126.871849,53
0:54:23:478,35.250717,126.871849,52
0:54:25:528,35.250717,126.871849,50
0:54:27:577,35.250717,126.871849,50
0:54:29:627,35.250717,126.871849,50
0:54:31:677,35.250717,126.871849,51
0:54:33:726,35.250717,126.871849,50
0:54:35:776,35.250717,126.871849,51
0:54:37:824,35.250717,126.871849,52
0:54:39:873,35.250717,126.871849,51
0:54:41:922,35.250717,126.871849,52
0:54:43:971,35.250717,126.871849,51
0:54:46:20,35.250717,126.871849,52
0:54:48:69,35.250717,126.871849,52
0:54:50:118,35.250717,126.871849,52
0:54:52:167,35.250717,126.871849,52
0:54:54:217,35.250717,126.871849,52
0:54:56:266,35.250717,126.871849,52
0:54:58:315,35.250717,126.871849,52
0:55:0:364,35.250717,126.871849,51
0:55:2:414,35.250717,126.871849,52
0:55:4:463,35.250717,126.871849,52
0:55:6:513,35.250705,126.871826,52
0:55:8:562,35.250743,126.871849,51
0:55:10:612,35.250808,126.871879,50
0:55:12:662,35.250934,126.871932,50
0:55:14:711,35.251026,126.871971,49
0:55:16:760,35.251121,126.872001,49
0:55:18:809,35.251228,126.872047,48
0:55:20:858,35.251346,126.8721,48
0:55:22:907,35.251472,126.872146,47
0:55:24:956,35.251598,126.872207,47
0:55:27:5,35.251716,126.872268,46
0:55:29:54,35.251827,126.872314,46
0:55:31:103,35.251926,126.872367,46
0:55:33:152,35.252033,126.872413,46
0:55:35:201,35.252162,126.872444,45
0:55:37:250,35.252304,126.872467,45
0:55:39:300,35.252441,126.872489,45
0:55:41:349,35.252574,126.872505,45
0:55:43:399,35.2527,126.872512,44
0:55:45:448,35.252815,126.872528,44
0:55:47:499,35.252918,126.872528,43
0:55:49:549,35.253013,126.872505,43
0:55:51:599,35.25315,126.872398,42
0:55:53:648,35.253238,126.872276,42
0:55:55:697,35.253337,126.872131,41
0:55:57:746,35.253448,126.871994,42
0:55:59:795,35.253578,126.871902,42
0:56:1:844,35.253723,126.871833,42
0:56:3:893,35.253868,126.871772,41
0:56:5:942,35.25399,126.871688,41
0:56:7:991,35.254081,126.871582,41
0:56:10:40,35.254158,126.871467,42
0:56:12:90,35.254211,126.871353,42
0:56:14:139,35.254257,126.871246,42
0:56:16:188,35.254291,126.871124,42
0:56:18:237,35.254299,126.871002,43
0:56:20:287,35.254268,126.870872,43
0:56:22:336,35.254219,126.870727,43
0:56:24:385,35.254184,126.870582,43
0:56:26:435,35.254188,126.870437,43
0:56:28:484,35.254238,126.870285,42
0:56:30:534,35.254371,126.870056,42
0:56:32:584,35.25447,126.869926,42
0:56:34:633,35.254558,126.869834,42
0:56:36:682,35.254646,126.869766,41
0:56:38:731,35.254737,126.869689,41
0:56:40:780,35.25484,126.869606,41
0:56:42:829,35.254955,126.869529,41
0:56:44:878,35.255062,126.869445,42
0:56:46:927,35.255157,126.869346,42
0:56:48:976,35.255222,126.869216,43
0:56:51:26,35.255249,126.869041,43
0:56:53:76,35.255271,126.868858,43
0:56:55:127,35.255306,126.868667,43
0:56:57:176,35.255363,126.868515,43
0:56:59:225,35.255416,126.868415,42
0:57:1:275,35.255451,126.868362,42
0:57:3:324,35.255474,126.868316,41
0:57:5:373,35.255481,126.868301,41
0:57:7:423,35.255481,126.868293,41
0:57:9:472,35.255477,126.868293,40
0:57:11:522,35.255477,126.868293,40
0:57:13:571,35.255477,126.868293,40
0:57:15:619,35.255477,126.868293,39
0:57:17:668,35.255477,126.868293,38
0:57:19:717,35.255477,126.868293,37
0:57:21:766,35.255477,126.868293,37
0:57:23:815,35.255477,126.868293,36
0:57:25:864,35.255477,126.868293,35
0:57:27:913,35.255477,126.868293,34
0:57:29:962,35.255477,126.868293,34
0:57:32:13,35.255477,126.868293,33
0:57:34:62,35.255477,126.868293,33
0:57:36:111,35.255477,126.868293,33
0:57:38:161,35.255477,126.868293,32
0:57:40:210,35.255477,126.868293,31
0:57:42:260,35.255477,126.868293,30
0:57:44:310,35.255477,126.868293,30
0:57:46:359,35.255477,126.868293,29
0:57:48:409,35.255477,126.868293,28
0:57:50:459,35.255477,126.868293,27
0:57:52:508,35.255477,126.868293,28
0:57:54:556,35.255477,126.868293,27
0:57:56:605,35.255477,126.868293,27
0:57:58:654,35.255477,126.868293,27
0:58:0:704,35.255477,126.868293,27
0:58:2:753,35.255477,126.868293,27
0:58:4:802,35.255477,126.868293,27
0:58:6:851,35.255477,126.868293,28
0:58:8:900,35.255477,126.868293,28
0:58:10:950,35.255477,126.868293,28
0:58:12:999,35.255477,126.868293,28
0:58:15:49,35.255477,126.868293,28
0:58:17:98,35.255477,126.868293,29
0:58:19:147,35.255477,126.868293,29
0:58:21:197,35.255477,126.868293,44
0:58:23:246,35.255477,126.868293,44
0:58:25:295,35.255477,126.868293,44
0:58:27:345,35.255477,126.868293,44
0:58:29:395,35.255477,126.868293,43
0:58:31:445,35.255477,126.868293,43
0:58:33:493,35.255477,126.868293,42
0:58:35:542,35.255477,126.868293,42
0:58:37:591,35.255477,126.868293,41
0:58:39:640,35.255477,126.868293,40
0:58:41:689,35.255477,126.868293,40
0:58:43:738,35.255477,126.868293,39
0:58:45:787,35.255477,126.868293,38
0:58:47:836,35.255477,126.868293,38
0:58:49:885,35.255477,126.868293,37
0:58:51:936,35.255477,126.868293,37
0:58:53:986,35.255477,126.868293,36
0:58:56:35,35.255477,126.868293,36
0:58:58:84,35.255477,126.868293,36
0:59:0:134,35.255477,126.868293,34
0:59:2:183,35.255477,126.868293,35
0:59:4:233,35.255477,126.868293,34
0:59:6:283,35.255477,126.868293,34
0:59:8:332,35.255477,126.868293,33
0:59:10:382,35.255477,126.868293,32
0:59:12:431,35.255477,126.868293,30
0:59:14:479,35.255477,126.868293,31
0:59:16:528,35.255477,126.868293,30
0:59:18:577,35.255477,126.868293,28
0:59:20:626,35.255477,126.868293,28
0:59:22:675,35.255477,126.868293,28
0:59:24:724,35.255477,126.868293,28
0:59:26:773,35.255477,126.868293,28
0:59:28:822,35.255477,126.868293,27
0:59:30:872,35.255477,126.868293,27
0:59:32:922,35.255477,126.868293,28
0:59:34:971,35.255477,126.868293,28
0:59:37:21,35.255477,126.868293,28
0:59:39:70,35.255477,126.868293,28
0:59:41:119,35.255477,126.868293,28
0:59:43:169,35.255477,126.868293,28
0:59:45:218,35.255477,126.868293,28
0:59:47:268,35.255477,126.868293,28
0:59:49:318,35.255477,126.868293,28
0:59:51:367,35.255477,126.868293,27
0:59:53:415,35.255477,126.868293,27
0:59:55:464,35.255477,126.868293,28
0:59:57:513,35.255477,126.868293,27
0:59:59:562,35.255477,126.868293,28
1:0:1:611,35.255477,126.868293,28
1:0:3:660,35.255477,126.868293,27
1:0:5:709,35.255477,126.868293,27
1:0:7:758,35.255477,126.868293,27
1:0:9:808,35.255477,126.868293,27
1:0:11:857,35.255477,126.868293,26
1:0:13:906,35.255477,126.868293,27
1:0:15:956,35.255477,126.868293,26
1:0:18:6,35.255477,126.868293,27
1:0:20:55,35.255477,126.868293,27
1:0:22:105,35.255477,126.868293,26
1:0:24:154,35.255477,126.868293,26
1:0:26:204,35.255477,126.868293,26
1:0:28:254,35.255477,126.868293,26
1:0:30:303,35.255477,126.868293,26
1:0:32:352,35.255477,126.868293,26
1:0:34:400,35.255477,126.868293,26
1:0:36:449,35.255477,126.868293,26
1:0:38:498,35.255477,126.868293,26
1:0:40:547,35.255477,126.868293,26
1:0:42:596,35.255477,126.868293,26
1:0:44:645,35.255477,126.868293,26
1:0:46:694,35.255477,126.868293,26
1:0:48:743,35.255477,126.868293,26
1:0:50:794,35.255477,126.868293,26
1:0:52:843,35.255477,126.868293,26
1:0:54:893,35.255477,126.868293,26
1:0:56:942,35.255477,126.868293,26
1:0:58:992,35.255477,126.868293,25
1:1:1:41,35.255477,126.868293,26
1:1:3:90,35.255477,126.868293,27
1:1:5:140,35.255477,126.868293,27
1:1:7:190,35.255477,126.868293,27
1:1:9:239,35.255477,126.868293,27
1:1:11:288,35.255477,126.868293,27
1:1:13:336,35.255477,126.868293,26
1:1:15:385,35.255477,126.868293,26
1:1:17:434,35.255477,126.868293,27
1:1:19:483,35.255477,126.868293,27
1:1:21:532,35.255477,126.868293,27
1:1:23:581,35.255477,126.868293,27
1:1:25:630,35.255477,126.868293,27
1:1:27:680,35.255477,126.868293,27
1:1:29:730,35.255477,126.868293,27
1:1:31:780,35.255477,126.868293,26
1:1:33:829,35.255477,126.868293,26
1:1:35:878,35.255477,126.868293,26
1:1:37:928,35.255477,126.868293,27
1:1:39:977,35.255477,126.868293,27
1:1:42:27,35.255477,126.868293,26
1:1:44:76,35.255477,126.868293,26
1:1:46:126,35.255477,126.868293,26
1:1:48:176,35.255477,126.868293,26
1:1:50:225,35.255477,126.868293,26
1:1:52:273,35.255477,126.868293,26
1:1:54:322,35.255477,126.868293,26
1:1:56:371,35.255477,126.868293,26
1:1:58:420,35.255477,126.868293,26
1:2:0:469,35.255477,126.868293,26
1:2:2:518,35.255477,126.868293,26
1:2:4:567,35.255477,126.868293,26
1:2:6:617,35.255477,126.868293,25
1:2:8:667,35.255477,126.868293,25
1:2:10:717,35.255477,126.868293,26
1:2:12:766,35.255477,126.868293,26
1:2:14:815,35.255477,126.868293,25
1:2:16:865,35.255477,126.868293,26
1:2:18:914,35.255477,126.868293,25
1:2:20:964,35.255477,126.868293,26
1:2:23:13,35.255477,126.868293,26
1:2:25:63,35.255477,126.868293,27
1:2:27:112,35.255477,126.868293,26
1:2:29:161,35.255477,126.868293,26
1:2:31:211,35.255477,126.868293,27
1:2:33:259,35.255477,126.868293,27
1:2:35:308,35.255477,126.868293,27
1:2:37:357,35.255477,126.868293,27
1:2:39:406,35.255477,126.868293,25
1:2:41:455,35.255477,126.868293,26
1:2:43:504,35.255477,126.868293,27
1:2:45:553,35.255477,126.868293,27
1:2:47:602,35.255477,126.868293,27
1:2:49:652,35.255477,126.868293,27
1:2:51:701,35.255477,126.868293,26
1:2:53:751,35.255477,126.868293,26
1:2:55:800,35.255477,126.868293,26
1:2:57:850,35.255477,126.868293,27
1:2:59:899,35.255477,126.868293,26
1:3:1:949,35.255477,126.868293,25
1:3:3:998,35.255477,126.868293,25
1:3:6:48,35.255477,126.868293,25
1:3:8:97,35.255477,126.868293,25
1:3:10:146,35.255477,126.868293,25
1:3:12:194,35.255477,126.868293,25
1:3:14:243,35.255477,126.868293,25
1:3:16:292,35.255477,126.868293,25
1:3:18:341,35.255477,126.868293,25
1:3:20:390,35.255477,126.868293,25
1:3:22:439,35.255477,126.868293,25
1:3:24:488,35.255447,126.868324,25
1:3:26:538,35.255443,126.868301,25
1:3:28:588,35.255451,126.868255,25
1:3:30:638,35.255462,126.868179,25
1:3:32:687,35.255474,126.868064,26
1:3:34:737,35.255458,126.867958,26
1:3:36:787,35.255424,126.867843,26
1:3:38:838,35.255374,126.867721,26
1:3:40:888,35.255325,126.867599,27
1:3:42:937,35.255275,126.867485,27
1:3:44:988,35.255245,126.867393,27
1:3:47:38,35.255252,126.867317,27
1:3:49:87,35.255302,126.867263,27
1:3:51:136,35.25539,126.867225,27
1:3:53:185,35.255493,126.867195,28
1:3:55:234,35.255603,126.867172,28
1:3:57:283,35.255725,126.867141,28
1:3:59:332,35.255855,126.867103,30
1:4:1:381,35.255989,126.867065,44
1:4:3:430,35.256111,126.867042,44
1:4:5:478,35.256237,126.867012,44
1:4:7:528,35.256362,126.866981,43
1:4:9:578,35.256481,126.86695,43
1:4:11:627,35.256584,126.86692,43
1:4:13:677,35.256679,126.866905,43
1:4:15:726,35.256778,126.866897,42
1:4:17:776,35.256881,126.866897,42
1:4:19:825,35.256969,126.866905,41
1:4:21:876,35.257034,126.866912,40
1:4:23:925,35.257076,126.866897,39
1:4:25:975,35.257095,126.866867,39
1:4:28:25,35.257099,126.86679,38
1:4:30:74,35.257133,126.866714,37
1:4:32:123,35.257209,126.86663,37
1:4:34:172,35.257312,126.866516,37
1:4:36:221,35.257415,126.866386,37
1:4:38:270,35.257507,126.866256,38
1:4:40:320,35.257602,126.866127,38
1:4:42:369,35.257713,126.865974,38
1:4:44:418,35.257823,126.865844,38
1:4:46:467,35.257926,126.865715,38
1:4:48:516,35.258007,126.865592,39
1:4:50:566,35.258068,126.865509,38
1:4:52:615,35.25811,126.865447,37
1:4:54:665,35.258148,126.865394,36
1:4:56:714,35.258193,126.865333,36
1:4:58:763,35.258247,126.865264,35
1:5:0:813,35.258296,126.865188,34
1:5:2:863,35.258346,126.865104,34
1:5:4:913,35.258415,126.864967,34
1:5:6:962,35.25846,126.864852,33
1:5:9:11,35.25851,126.86473,34
1:5:11:60,35.258567,126.864616,33
1:5:13:110,35.258644,126.864501,33
1:5:15:159,35.258735,126.864402,34
1:5:17:208,35.258827,126.864318,34
1:5:19:257,35.258907,126.864242,35
1:5:21:306,35.258979,126.864196,35
1:5:23:355,35.259052,126.864166,35
1:5:25:404,35.259117,126.864143,35
1:5:27:453,35.259174,126.864112,36
1:5:29:503,35.259231,126.864082,36
1:5:31:552,35.259265,126.864051,35
1:5:33:602,35.259296,126.864036,34
1:5:35:651,35.259319,126.864028,33
1:5:37:700,35.259342,126.864021,32
1:5:39:749,35.259365,126.864013,31
1:5:41:798,35.259376,126.864013,30
1:5:43:848,35.259376,126.864013,29
1:5:45:897,35.25938,126.864013,29
1:5:47:947,35.25938,126.864013,28
1:5:49:995,35.25938,126.864013,28
1:5:52:44,35.25938,126.864013,28
1:5:54:93,35.25938,126.864013,28
1:5:56:142,35.25938,126.864013,27
1:5:58:191,35.25938,126.864013,27
1:6:0:240,35.25938,126.864013,26
1:6:2:289,35.25938,126.864013,26
1:6:4:338,35.25938,126.864013,26
1:6:6:388,35.25938,126.864013,26
1:6:8:437,35.25938,126.864013,26
1:6:10:486,35.25938,126.864013,25
1:6:12:536,35.25938,126.864013,25
1:6:14:585,35.25938,126.864013,23
1:6:16:634,35.25938,126.864013,23
1:6:18:684,35.25938,126.864013,24
1:6:20:733,35.25938,126.864013,22
1:6:22:783,35.25938,126.864013,23
1:6:24:832,35.25938,126.864013,23
1:6:26:881,35.25938,126.864013,23
1:6:28:929,35.25938,126.864013,24
1:6:30:978,35.25938,126.864013,24
1:6:33:27,35.25938,126.864013,25
1:6:35:76,35.25938,126.864013,25
1:6:37:125,35.25938,126.864013,25
1:6:39:174,35.25938,126.864013,25
1:6:41:223,35.25938,126.864013,26
1:6:43:272,35.25938,126.864013,25
1:6:45:322,35.25938,126.864013,25
1:6:47:371,35.25938,126.864013,26
1:6:49:420,35.25938,126.864013,25
1:6:51:470,35.25938,126.864013,25
1:6:53:519,35.25938,126.864013,25
1:6:55:568,35.25938,126.864013,26
1:6:57:618,35.25938,126.864013,26
1:6:59:667,35.25938,126.864013,26
1:7:1:718,35.25938,126.864013,26
1:7:3:767,35.25938,126.864013,26
1:7:5:816,35.25938,126.864013,26
1:7:7:865,35.25938,126.864013,27
1:7:9:913,35.25938,126.864013,27
1:7:11:962,35.25938,126.864013,27
1:7:14:11,35.25938,126.864013,27
1:7:16:60,35.25938,126.864013,27
1:7:18:109,35.25938,126.864013,26
1:7:20:158,35.25938,126.864013,27
1:7:22:207,35.25938,126.864013,27
1:7:24:256,35.25938,126.864013,27
1:7:26:306,35.25938,126.864013,27
1:7:28:355,35.25938,126.864013,27
1:7:30:405,35.25938,126.864013,26
1:7:32:454,35.25938,126.864013,27
1:7:34:504,35.25938,126.864013,27
1:7:36:553,35.25938,126.864013,27
1:7:38:603,35.25938,126.864013,27
1:7:40:652,35.25938,126.864013,26
1:7:42:701,35.25938,126.864013,27
1:7:44:751,35.25938,126.864013,27
1:7:46:800,35.25938,126.864013,27
1:7:48:848,35.25938,126.864013,28
1:7:50:897,35.25938,126.864013,28
1:7:52:946,35.25938,126.864013,27
1:7:54:995,35.25938,126.864013,27
1:7:57:44,35.25938,126.864013,27
1:7:59:93,35.25938,126.864013,28
1:8:1:142,35.25938,126.864013,28
1:8:3:191,35.25938,126.864013,28
1:8:5:241,35.25938,126.864013,28
1:8:7:291,35.25938,126.864013,28
1:8:9:340,35.25938,126.864013,28
1:8:11:389,35.25938,126.864013,28
1:8:13:440,35.25938,126.864013,28
1:8:15:489,35.25938,126.864013,29
1:8:17:539,35.25938,126.864013,30
1:8:19:588,35.25938,126.864013,29
1:8:21:638,35.25938,126.864013,29
1:8:23:687,35.25938,126.864013,29
1:8:25:736,35.25938,126.864013,29
1:8:27:784,35.25938,126.864013,29
1:8:29:833,35.25938,126.864013,30
1:8:31:882,35.25938,126.864013,29
1:8:33:931,35.25938,126.864013,28
1:8:35:980,35.25938,126.864013,29
1:8:38:29,35.25938,126.864013,29
1:8:40:78,35.25938,126.864013,29
1:8:42:127,35.25938,126.864013,29
1:8:44:177,35.25938,126.864013,28
1:8:46:226,35.25938,126.864013,28
1:8:48:275,35.25938,126.864013,28
1:8:50:324,35.25938,126.864013,28
1:8:52:374,35.25938,126.864013,29
1:8:54:423,35.25938,126.864013,29
1:8:56:473,35.25938,126.864013,29
1:8:58:521,35.25938,126.864013,29
1:9:0:570,35.25938,126.864013,29
1:9:2:620,35.25938,126.864013,29
1:9:4:669,35.25938,126.864013,29
1:9:6:717,35.25938,126.864013,29
1:9:8:766,35.25938,126.864013,29
1:9:10:815,35.25938,126.864013,29
1:9:12:864,35.25938,126.864013,29
1:9:14:913,35.25938,126.864013,29
1:9:16:962,35.25938,126.864013,29
1:9:19:11,35.25938,126.864013,29
1:9:21:60,35.25938,126.864013,31
1:9:23:110,35.25938,126.864013,30
1:9:25:159,35.25938,126.864013,30
1:9:27:208,35.25938,126.864013,29
1:9:29:259,35.25938,126.864013,29
1:9:31:308,35.25938,126.864013,29
1:9:33:358,35.25938,126.864013,30
1:9:35:407,35.25938,126.864013,30
1:9:37:456,35.25938,126.864013,30
1:9:39:506,35.25938,126.864013,30
1:9:41:556,35.25938,126.864013,30
1:9:43:605,35.25938,126.864013,30
1:9:45:654,35.25938,126.864013,30
1:9:47:702,35.25938,126.864013,30
1:9:49:751,35.25938,126.864013,29
1:9:51:800,35.25938,126.864013,29
1:9:53:849,35.25938,126.864013,29
1:9:55:898,35.25938,126.864013,29
1:9:57:947,35.25938,126.864013,29
1:9:59:996,35.25938,126.864013,29
1:10:2:45,35.25938,126.864013,29
1:10:4:95,35.25938,126.864013,29
1:10:6:144,35.25938,126.864013,29
1:10:8:193,35.25938,126.864013,28
1:10:10:242,35.25938,126.864013,28
1:10:12:292,35.25938,126.864013,28
1:10:14:341,35.25938,126.864013,28
1:10:16:391,35.25938,126.864013,27
1:10:18:440,35.25938,126.864013,27
1:10:20:490,35.25938,126.864013,27
1:10:22:540,35.259342,126.864059,27
1:10:24:589,35.259361,126.864036,26
1:10:26:638,35.259391,126.863998,27
1:10:28:687,35.25941,126.863929,27
1:10:30:736,35.259395,126.863845,27
1:10:32:785,35.259353,126.863754,27
1:10:34:834,35.259296,126.863639,27
1:10:36:883,35.259235,126.86351,27
1:10:38:932,35.259181,126.86338,28
1:10:40:982,35.259124,126.863258,41
1:10:43:31,35.259075,126.863143,41
1:10:45:81,35.259021,126.863037,41
1:10:47:130,35.258956,126.86293,41
1:10:49:180,35.25888,126.862823,41
1:10:51:229,35.258777,126.862739,41
1:10:53:279,35.258644,126.862701,41
1:10:55:328,35.258495,126.862686,40
1:10:57:377,35.258346,126.862709,40
1:10:59:427,35.258174,126.862762,40
1:11:1:477,35.257923,126.862838,40
1:11:3:526,35.257751,126.862899,40
1:11:5:575,35.25756,126.862945,40
1:11:7:624,35.257331,126.862953,41
1:11:9:673,35.257091,126.862922,41
1:11:11:722,35.256843,126.862899,42
1:11:13:771,35.256599,126.862892,42
1:11:15:820,35.256347,126.862884,43
1:11:17:869,35.256069,126.862861,44
1:11:19:918,35.255825,126.862815,44
1:11:21:968,35.255596,126.8628,44
1:11:24:17,35.255378,126.862823,44
1:11:26:66,35.255168,126.862892,45
1:11:28:115,35.254955,126.86293,45
